正反同义标签,格式标签,否定式,肯定式
0,不要太a,对艺术要精益求精，对其他都不要太认真。人们喜欢我的歌，我要更努力为人们唱更多更好的歌。,对艺术要精益求精，对其他都太认真。人们喜欢我的歌，我要更努力为人们唱更多更好的歌。
0,不要太a,老庄主安慰众人道：“你们都不要太着急，上次我己经让小仙服下一粒＇九转金丹＇，她不会有事的。,老庄主安慰众人道：“你们都太着急，上次我己经让小仙服下一粒＇九转金丹＇，她不会有事的。
0,不要太a,我有我的家庭、学业、前途要考虑，你也是一样，我们都不要太冲动好？,我有我的家庭、学业、前途要考虑，你也是一样，我们都太冲动好？
0,不要太a,如在控制人口总量增长的同时，任何一项人口年龄结构指标评价都不要太低，人口顶极规模在２０２５年应控制在４７５０万，我们称之为人口总量与年龄结构相互兼顾人口目标。,如在控制人口总量增长的同时，任何一项人口年龄结构指标评价都太低，人口顶极规模在２０２５年应控制在４７５０万，我们称之为人口总量与年龄结构相互兼顾人口目标。
0,不要太a,可见，一切都不要太偏了，孔子的“中庸之道”大可有用武之地。,可见，一切都太偏了，孔子的“中庸之道”大可有用武之地。
0,不要太a,练习者要循序渐进，量和强度都不要太大。６。,练习者要循序渐进，量和强度都太大。６。
0,不要太a,主要是在护理孩子，既要做到清洁卫生又不能过多地擦洗，过多过强的刺激，连手纸都不要太粗糙，成人不要有意无意地以手或伸进肛门（擦洗等），也不应多洗擦或拨弄孩子的尿道口。,主要是在护理孩子，既要做到清洁卫生又不能过多地擦洗，过多过强的刺激，连手纸都太粗糙，成人不要有意无意地以手或伸进肛门（擦洗等），也不应多洗擦或拨弄孩子的尿道口。
0,不要太a,斯捷夫赶忙束紧椅子上的皮带，在这种时刻他的眉毛总要发痒，那地方是在一年前降落时撞在领航地图架上碰伤的，当时计算机似乎故意没把即将降落的事告诉他……“我希望降落时加重不要太快，行吗?”他故作轻松地问，一面却屏息等待着回音。,斯捷夫赶忙束紧椅子上的皮带，在这种时刻他的眉毛总要发痒，那地方是在一年前降落时撞在领航地图架上碰伤的，当时计算机似乎故意没把即将降落的事告诉他……“我希望降落时加重太快，行吗?”他故作轻松地问，一面却屏息等待着回音。
0,不要太a,但一定要注意油脂和糖的摄入量不要太多，以每天不超过１５克为。,但一定要注意油脂和糖的摄入量太多，以每天不超过１５克为。
0,不要太a,装入量不要太多，一般以一左右为，装好后将平铺在纱盖上，将轻轻均匀摊开，两手端住纱盖置于开水锅上方的蒸气中，使充分地沐浴在热气里，气的温度复苏后，要快速将其放入较好的蜂群内（将这个箱的副盖拿下，放上一个隔王，将处理后的倒在上面，铺平，同时向上面均匀喷上少许稀薄温热蜜水）然后盖上纱盖、布及大盖。,装入量太多，一般以一左右为，装好后将平铺在纱盖上，将轻轻均匀摊开，两手端住纱盖置于开水锅上方的蒸气中，使充分地沐浴在热气里，气的温度复苏后，要快速将其放入较好的蜂群内（将这个箱的副盖拿下，放上一个隔王，将处理后的倒在上面，铺平，同时向上面均匀喷上少许稀薄温热蜜水）然后盖上纱盖、布及大盖。
0,不要太a,提示：练习，力量不要太大，双方从定位对过渡到走动中击球。,提示：练习，力量太大，双方从定位对过渡到走动中击球。
0,不要太a,上海近来气温较高，因此运动量不要太大，要因人而宜，尤其是慢性病患者。,上海近来气温较高，因此运动量太大，要因人而宜，尤其是慢性病患者。
0,不要太a,开始给他的任务，可以具体点，但尽量不要太复杂。”向处长的汇报持续了一个小时，基本上把这个案子下步的路数和要注意的问题，一一议定了。,开始给他的任务，可以具体点，但尽量太复杂。”向处长的汇报持续了一个小时，基本上把这个案子下步的路数和要注意的问题，一一议定了。
0,不要太a,六月底前水的交换量不要太大，一般５天～７天交换一次，一次交换２０ｃｍ－３０ｃｍ。,六月底前水的交换量太大，一般５天～７天交换一次，一次交换２０ｃｍ－３０ｃｍ。
0,不要太a,悼念仪式结束以后，叶利钦在谈到俄罗斯武装力量的前景时说，兵员要减到最低限度，但要足以满足国家防御的需要；技术装备的水平应当很高，但数量不要太多；向职业化军队过渡应当同认真的军事改革同时进行。,悼念仪式结束以后，叶利钦在谈到俄罗斯武装力量的前景时说，兵员要减到最低限度，但要足以满足国家防御的需要；技术装备的水平应当很高，但数量太多；向职业化军队过渡应当同认真的军事改革同时进行。
0,不要太a,」「一边带著羊只也行吗?」「只要数量不要太多。诺儿拉能够毫不犹豫地回答出口，想必是因为她实际走过好几次延伸到拉姆特拉的草原与森林吧。,」「一边带著羊只也行吗?」「只要数量太多。诺儿拉能够毫不犹豫地回答出口，想必是因为她实际走过好几次延伸到拉姆特拉的草原与森林吧。
0,不要太a,刘翔：广告是展现你个性的一面，我想通过广告可以提升自己在公众面前的亲和力，可以拉近与大家的距离，可以这样说，明星拍广告是完全需要的，只是量不要太多，否则肯定会影响到正业，这一点我想我会控制好的。,刘翔：广告是展现你个性的一面，我想通过广告可以提升自己在公众面前的亲和力，可以拉近与大家的距离，可以这样说，明星拍广告是完全需要的，只是量太多，否则肯定会影响到正业，这一点我想我会控制好的。
0,不要太a,探通后冲洗应缓慢，冲洗量不要太多，一般２～３ｍｌ即可，以免患因来不及吞咽而吸入气管。,探通后冲洗应缓慢，冲洗量太多，一般２～３ｍｌ即可，以免患因来不及吞咽而吸入气管。
0,不要太a,妊娠合并心功能不全的围手术期具体处理，作者主张胎儿娩出前在硝酸甘油泵持续静注同时，采用尿、氨茶碱小剂量间断应用，剂量根据ＣＶＰ、ＳａＯ２、心率、血压等连续监测指标进行调整，而洋地黄在胎儿娩出前的用量不要太足量，以便给中和后留有余地。,妊娠合并心功能不全的围手术期具体处理，作者主张胎儿娩出前在硝酸甘油泵持续静注同时，采用尿、氨茶碱小剂量间断应用，剂量根据ＣＶＰ、ＳａＯ２、心率、血压等连续监测指标进行调整，而洋地黄在胎儿娩出前的用量太足量，以便给中和后留有余地。
0,不要太a,５．６柔软用氨基硅柔软剂，用量不要太高，否则，在缸蒸易发粘。,５．６柔软用氨基硅柔软剂，用量太高，否则，在缸蒸易发粘。
0,不要太a,注意酸的量不要太大，以免流到它处。,注意酸的量太大，以免流到它处。
0,不要太a,③调胶根据需量将、组份按规定的比例，挤出放在干净的玻璃板上（注意：一次调胶量不要太多，一般不宜超过２５０ｇ），用玻璃或竹签进行搅拌调匀，越匀越好。,③调胶根据需量将、组份按规定的比例，挤出放在干净的玻璃板上（注意：一次调胶量太多，一般不宜超过２５０ｇ），用玻璃或竹签进行搅拌调匀，越匀越好。
0,不要太a,根据我们的试验，１００℃杀青６０秒完全可杀死菜豆斑点菌，因此建议厂家在加工，一次投入的蔬菜量不要太大，应在达到１００℃后开始计时，在不影响产品质量的情况下，兼顾到杀死有害生物的效果从出口冷冻青刀豆中检出菜豆斑点菌谢为龙莫晓凤冯家望世界上实种类达４０００多种，其中一些种类是重要检疫性害虫，对农业安全生产有着举足轻重的作用，地中海实就是其中的一例。,根据我们的试验，１００℃杀青６０秒完全可杀死菜豆斑点菌，因此建议厂家在加工，一次投入的蔬菜量太大，应在达到１００℃后开始计时，在不影响产品质量的情况下，兼顾到杀死有害生物的效果从出口冷冻青刀豆中检出菜豆斑点菌谢为龙莫晓凤冯家望世界上实种类达４０００多种，其中一些种类是重要检疫性害虫，对农业安全生产有着举足轻重的作用，地中海实就是其中的一例。
0,不要太a,建议有条件的家庭给营养不良孩子适量吃些蜂王浆，见效很快，量不要太大。山东嘉祥县万张乡马海村（２７２４０１）马兴玉文章汇编问题──蜂产品与人类健康现在有很多关于蜂蜜、花粉、王浆及胶对于人类保健作用的报道。,建议有条件的家庭给营养不良孩子适量吃些蜂王浆，见效很快，量太大。山东嘉祥县万张乡马海村（２７２４０１）马兴玉文章汇编问题──蜂产品与人类健康现在有很多关于蜂蜜、花粉、王浆及胶对于人类保健作用的报道。
0,不要太a,因此，我们在使用风油精时，尽量外擦用，量不要太大，如内服尤其要慎重。,因此，我们在使用风油精时，尽量外擦用，量太大，如内服尤其要慎重。
0,不要太a,选用张力牵引弓，用普通牵引弓，钢针不要太细，牵引弓的间距不要太宽，以防在牵引中钢针呈弓形；弱、消瘦的老年人牵引重量适当减轻。,选用张力牵引弓，用普通牵引弓，钢针太细，牵引弓的间距不要太宽，以防在牵引中钢针呈弓形；弱、消瘦的老年人牵引重量适当减轻。
0,不要太a,”空中传出玄冰夫人的尖声道：“价钱不要太高，下次再见！,”空中传出玄冰夫人的尖声道：“价钱太高，下次再见！
0,不要太a,第二是炒菜油锅不要太旺，尽可能使用精制油，同时厨房内安装脱排油烟机，加强厨房通风换气。,第二是炒菜油锅太旺，尽可能使用精制油，同时厨房内安装脱排油烟机，加强厨房通风换气。
0,不要太a,”河马主任急了：“我请求家长不要太偏激了，过去那些不愉快的阴影，让它消失吧，很快地消失。,”河马主任急了：“我请求家长太偏激了，过去那些不愉快的阴影，让它消失吧，很快地消失。
0,不要太a,”“那么，放好行李，为我在餐厅尽可能选一个好座位，离船长不要太远。我已经饿得前胸贴后胸了。,”“那么，放好行李，为我在餐厅尽可能选一个好座位，离船长太远。我已经饿得前胸贴后胸了。
0,不要太a,她在9小时中出现过8次心跳骤停……切开气管，病入突然丧失说话能力，会产生一种恐惧感，有的病人惊恐失措、拔掉身上的插管，有的狂燥不安，滚落床下……吴启迪没有慌，她平静的用笔和医生交谈、她写日记与医生沟通，她向遇到的一切人微笑、招手，她写条子嘱咐“私事不要学校的人做”，关照“老院长不要太累”，她想到学校的改革、招生、科尔来访、残疾生读书……唯独没有想到自己属于一个“极难生还的病例”，像达莫克利斯一样，她头上悬着的那柄利剑，随时都可能掉下来。,她在9小时中出现过8次心跳骤停……切开气管，病入突然丧失说话能力，会产生一种恐惧感，有的病人惊恐失措、拔掉身上的插管，有的狂燥不安，滚落床下……吴启迪没有慌，她平静的用笔和医生交谈、她写日记与医生沟通，她向遇到的一切人微笑、招手，她写条子嘱咐“私事不要学校的人做”，关照“老院长太累”，她想到学校的改革、招生、科尔来访、残疾生读书……唯独没有想到自己属于一个“极难生还的病例”，像达莫克利斯一样，她头上悬着的那柄利剑，随时都可能掉下来。
0,不要太a,”她以相当克制的口气问道，以便使这场讨论一开始嗓门不要太大。“好了，说吧！,”她以相当克制的口气问道，以便使这场讨论一开始嗓门太大。“好了，说吧！
0,不要太a,”“请你说话嗓门不要太大。因为隔墙有耳。,”“请你说话嗓门太大。因为隔墙有耳。
0,不要太a,电视性病的预防与治疗，首先要避免诱发因素，看电视，房间不要太暗，距离不要太近（大于２．５米），时间不易过长。,电视性病的预防与治疗，首先要避免诱发因素，看电视，房间太暗，距离不要太近（大于２．５米），时间不易过长。
0,不要太a,时间不要太久，不然，坏蛋会感到拘束。,时间太久，不然，坏蛋会感到拘束。
0,不要太a,注意练习时间不要太长，以免出现不平衡的结果，每组练习以肌肉出现酸为，每次可练３～５组：台阶选择不要太高，一般选择２０～３０厘米高的台阶即可。,注意练习时间太长，以免出现不平衡的结果，每组练习以肌肉出现酸为，每次可练３～５组：台阶选择不要太高，一般选择２０～３０厘米高的台阶即可。
0,不要太a,预防主要是在光下活动和工作时间不要太长，进行户外工作和日光洁应避开光照射最强的时间（上午＊的至下午２的）。,预防主要是在光下活动和工作时间太长，进行户外工作和日光洁应避开光照射最强的时间（上午＊的至下午２的）。
0,不要太a,一位官员说：“从现在的情况看，某些地方要实现这一目标仍然有难度，但希望适应时间不要太长。”而健康体检则缺乏公共卫生体系的支撑。,一位官员说：“从现在的情况看，某些地方要实现这一目标仍然有难度，但希望适应时间太长。”而健康体检则缺乏公共卫生体系的支撑。
0,不要太a,”管理员的面色立刻晴转多云，讪讪地说：“那好吧，只是时间不要太久。”听说要查鬼楼里出事的资料，管理员犹豫了好一会儿。,”管理员的面色立刻晴转多云，讪讪地说：“那好吧，只是时间太久。”听说要查鬼楼里出事的资料，管理员犹豫了好一会儿。
0,不要太a,拔管前清除呼吸道分泌物，对老年人吸弓次时间不要太长。呼吸功能正常，咳嗽排废有力，吞咽反射活跃，抬头举腿ＳＳ，可考虑拔管，一旦拔管后窒息，立Ｂｌｌ托起下颌、人工呼吸，必要再次插管，保持呼吸道通畅，口腔面部手术病人应延迟至病人完全清醒一段时间，拔管后加强监测，必要时带管回病房。,拔管前清除呼吸道分泌物，对老年人吸弓次时间太长。呼吸功能正常，咳嗽排废有力，吞咽反射活跃，抬头举腿ＳＳ，可考虑拔管，一旦拔管后窒息，立Ｂｌｌ托起下颌、人工呼吸，必要再次插管，保持呼吸道通畅，口腔面部手术病人应延迟至病人完全清醒一段时间，拔管后加强监测，必要时带管回病房。
0,不要太a,预防方法是饥饿或疲劳不要下水游泳，如下水游泳一次在水中游泳时间不要太长，中间可上岸休息一下，使体内能量得到恢复和补充。,预防方法是饥饿或疲劳不要下水游泳，如下水游泳一次在水中游泳时间太长，中间可上岸休息一下，使体内能量得到恢复和补充。
0,不要太a,专家告诫市民，安全使用保鲜膜，应当掌握三个原则：一是尽量少用，二是使用时间不要太久，三是尽量不要让保鲜膜与脂肪含量高的食物直接接触。,专家告诫市民，安全使用保鲜膜，应当掌握三个原则：一是尽量少用，二是使用时间太久，三是尽量不要让保鲜膜与脂肪含量高的食物直接接触。
0,不要太a,”在他出神的时候，忽然间，回路里传来了一个女子的声音，干练明亮，“别忘了现在您是这个庞大帝国的主宰了，留给私人的时间不要太长才好——这里有三份紧急文件需要您签署。,”在他出神的时候，忽然间，回路里传来了一个女子的声音，干练明亮，“别忘了现在您是这个庞大帝国的主宰了，留给私人的时间太长才好——这里有三份紧急文件需要您签署。
0,不要太a,山也是这样，海也是这样，这很正常，但是你低的时间不要太多，有人说顾客拒绝你，哇塞，一个月不敢接见顾客，时间就太长了。,山也是这样，海也是这样，这很正常，但是你低的时间太多，有人说顾客拒绝你，哇塞，一个月不敢接见顾客，时间就太长了。
0,不要太a,在那儿待的时间不要太久，喝点饮料的工夫。,在那儿待的时间太久，喝点饮料的工夫。
0,不要太a,这就像是一个冒险游戏，每个人都要轮流排队，并暗中希冀着等待的时间不要太久。凯恩在各种天气、季节与情况下都遇到过塞车的麻烦。,这就像是一个冒险游戏，每个人都要轮流排队，并暗中希冀着等待的时间太久。凯恩在各种天气、季节与情况下都遇到过塞车的麻烦。
0,不要太a,另外存放的时间不要太长，熟食进过冰箱，一定要加热煮沸后再吃，生冷瓜果进过冰箱的，拿出来洗洗再吃。,另外存放的时间太长，熟食进过冰箱，一定要加热煮沸后再吃，生冷瓜果进过冰箱的，拿出来洗洗再吃。
0,不要太a,”“我也是那么想，”菲弗中士说：“希望在香港的时间不要太久，好在还有一些印度兵也派到香港，增加了不少实力。,”“我也是那么想，”菲弗中士说：“希望在香港的时间太久，好在还有一些印度兵也派到香港，增加了不少实力。
0,不要太a,皮尔科克斯大夫只要看一看就会把你的腿接好……愿他看的时间不要太长，在寒冷的季节来到之前，咱们可以出发！,皮尔科克斯大夫只要看一看就会把你的腿接好……愿他看的时间太长，在寒冷的季节来到之前，咱们可以出发！
0,不要太a,室内不吸烟及燃烧各种物质，否则应打开空调的室内外空气交换档，最好开门窗通风；第二，使用空调的时间不要太长，室内的温度不要过低，以小于室外温度８度为；第四，使用老式空调器者，应安装阴（负）离子发生器，及时补充阴离子的不足，使空气更新鲜；第五，要定期检查空调器的过滤膜，如有变脏、滋生异物，应及时更换；冷却盘１～２个月清洗一次；经常更换冷却水、冷冻水，有条件的在水中加入杀菌、灭菌剂；最后要经常户外活动，适度锻炼，保持对自然的良好适应。,室内不吸烟及燃烧各种物质，否则应打开空调的室内外空气交换档，最好开门窗通风；第二，使用空调的时间太长，室内的温度不要过低，以小于室外温度８度为；第四，使用老式空调器者，应安装阴（负）离子发生器，及时补充阴离子的不足，使空气更新鲜；第五，要定期检查空调器的过滤膜，如有变脏、滋生异物，应及时更换；冷却盘１～２个月清洗一次；经常更换冷却水、冷冻水，有条件的在水中加入杀菌、灭菌剂；最后要经常户外活动，适度锻炼，保持对自然的良好适应。
0,不要太a,避免过分亲热的谈话，对过去甜蜜的回忆一句也不提；两个人单独在一起的时间不要太长，或者最好是避免两个人单独在一起；让你的几个孩子经常在你周围；切莫在房间里、在爱丽舍或者在那个倒楣的小树林里单独和他在一起。,避免过分亲热的谈话，对过去甜蜜的回忆一句也不提；两个人单独在一起的时间太长，或者最好是避免两个人单独在一起；让你的几个孩子经常在你周围；切莫在房间里、在爱丽舍或者在那个倒楣的小树林里单独和他在一起。
0,不要太a,⑤教师在讨论结束前要做个小结，小结时间不要太长，以６－１０分钟为好。,⑤教师在讨论结束前要做个小结，小结时间太长，以６－１０分钟为好。
0,不要太a,关于新一轮六方会谈的会期，刘建超说，中国代表团团长武大伟日前在会见日本外务省新闻代表团时曾表示，作为东道主和主席方，中方倾向于第一阶段会议时间不要太长，考虑以3天为宜。,关于新一轮六方会谈的会期，刘建超说，中国代表团团长武大伟日前在会见日本外务省新闻代表团时曾表示，作为东道主和主席方，中方倾向于第一阶段会议时间太长，考虑以3天为宜。
0,不要太a,门口，一位高个儿女护士警告林鹤：说话时间不要太长，不要使病人激动。,门口，一位高个儿女护士警告林鹤：说话时间太长，不要使病人激动。
0,不要太a,在日常生活的细节中，要注意减少钙的损耗：食物应保鲜贮存，牛奶加热时不要搅拌以免钙的流失；菜不宜切得过碎，炒菜要多加水，烹调时间不要太长；菠菜、茭白和韭菜等含草酸较多的蔬菜，应当先用热水浸泡以溶去（据《健康时报》第26期）图片：推销钙产品的广告铺天盖地，似乎人人都缺钙，真的是这样吗？,在日常生活的细节中，要注意减少钙的损耗：食物应保鲜贮存，牛奶加热时不要搅拌以免钙的流失；菜不宜切得过碎，炒菜要多加水，烹调时间太长；菠菜、茭白和韭菜等含草酸较多的蔬菜，应当先用热水浸泡以溶去（据《健康时报》第26期）图片：推销钙产品的广告铺天盖地，似乎人人都缺钙，真的是这样吗？
0,不要太a,”谷之涵考虑了一下：“好吧，不过时间不要太长。”加护病房内还有好几位病人，刺鼻的药水味及一股淡淡悲愁的气息飘散在空气之中。,”谷之涵考虑了一下：“好吧，不过时间太长。”加护病房内还有好几位病人，刺鼻的药水味及一股淡淡悲愁的气息飘散在空气之中。
0,不要太a,同时，我们体会到要很好地掌握本法的适应，一般要求结石不要超过Ｉｃ毫米以上，结石光滑，呈圆形或椭圆形，结石嵌顿时间不要太久，肾积水以轻、中度为。,同时，我们体会到要很好地掌握本法的适应，一般要求结石不要超过Ｉｃ毫米以上，结石光滑，呈圆形或椭圆形，结石嵌顿时间太久，肾积水以轻、中度为。
0,不要太a,所以做这些练习要注意：第一，使用护具（即护腰、护等）；第二，时间不要太长。３。,所以做这些练习要注意：第一，使用护具（即护腰、护等）；第二，时间太长。３。
0,不要太a,”谷之涵走了出去，态度十分亲和而专业：“大嫂，时间不要太长。”“我知道了。,”谷之涵走了出去，态度十分亲和而专业：“大嫂，时间太长。”“我知道了。
0,不要太a,③后病人开始活动仅限于室内，根据病人耐受能力适当进行，以不过累力度，时间不要太长，并且必须要有专人搀扶，以防因伤口疼痛或弱头晕而跌倒。,③后病人开始活动仅限于室内，根据病人耐受能力适当进行，以不过累力度，时间太长，并且必须要有专人搀扶，以防因伤口疼痛或弱头晕而跌倒。
0,不要太a,热浸泡酒，火候要适当，时间不要太长，以防变质。,热浸泡酒，火候要适当，时间太长，以防变质。
0,不要太a,第一，在使用热水袋（瓶）取暖时，一定要把盖拧紧，防止水流出来烫伤；第二，要注意水温不要太热，时间不要太长，最好是睡觉前放在被窝里，睡觉时取出来；第三，如果想睡觉时放在脚下取暖，要用毛巾把热水袋（（张献怀／整理）糖尿病患者要警惕早期肾病病变在日前举行的美国肾脏病学会第三十六届年会上，一项调查显示全世界超过４０％的Ⅱ型糖尿病患者尿液中蛋白排泄量异常（微量白蛋白尿），这是肾病的一个早期征象，结果还显示，糖尿病患者肾病早期征象发生率没有国家界限，在发展中国家和发达国家中具,第一，在使用热水袋（瓶）取暖时，一定要把盖拧紧，防止水流出来烫伤；第二，要注意水温不要太热，时间太长，最好是睡觉前放在被窝里，睡觉时取出来；第三，如果想睡觉时放在脚下取暖，要用毛巾把热水袋（（张献怀／整理）糖尿病患者要警惕早期肾病病变在日前举行的美国肾脏病学会第三十六届年会上，一项调查显示全世界超过４０％的Ⅱ型糖尿病患者尿液中蛋白排泄量异常（微量白蛋白尿），这是肾病的一个早期征象，结果还显示，糖尿病患者肾病早期征象发生率没有国家界限，在发展中国家和发达国家中具
0,不要太a,不过，时间不要太长，中学那面催得很紧……”当孙少安出了公社院子的时候，街上的集市已经快要散了。,不过，时间太长，中学那面催得很紧……”当孙少安出了公社院子的时候，街上的集市已经快要散了。
0,不要太a,为了减轻电磁污染，应讲究各种家用电器的科学使用，如看电视、收听组合音响距离不可过近，时间不要太长，儿童与孕妇更应注意，尽量避免多种家用电器同时开启使用。,为了减轻电磁污染，应讲究各种家用电器的科学使用，如看电视、收听组合音响距离不可过近，时间太长，儿童与孕妇更应注意，尽量避免多种家用电器同时开启使用。
0,不要太a,第六老人沐浴水温不要太高，时间不要太长。我国民间过年一般都要洗一洗澡，清清爽爽过个年。,第六老人沐浴水温不要太高，时间太长。我国民间过年一般都要洗一洗澡，清清爽爽过个年。
0,不要太a,在此期间不要太辛苦，不要吃得太省，上课也不要太多。,在此期间太辛苦，不要吃得太省，上课也不要太多。
0,不要太a,当然，患者上医院期间不要太大意，特别是普通感冒去医院就诊最好戴上12层以上棉纱口罩或活性炭口罩，在三四个小时后就应换掉，回家之后则要立刻洗手。,当然，患者上医院期间太大意，特别是普通感冒去医院就诊最好戴上12层以上棉纱口罩或活性炭口罩，在三四个小时后就应换掉，回家之后则要立刻洗手。
0,不要太a,（５）学习新动作与复习以往动作必须穿插进行，并给学生充足的练习时间，此时应以骨干分子带头，分组练习（每组间隔不要太远），教师可以巡回指导，便于纠正错误，巩固学生记忆。,（５）学习新动作与复习以往动作必须穿插进行，并给学生充足的练习时间，此时应以骨干分子带头，分组练习（每组间隔太远），教师可以巡回指导，便于纠正错误，巩固学生记忆。
0,不要太a,更为重要的是会谈的进程不能中断，对话间隔不要太长。《印度教徒报》在一篇署名文章中称，两国外秘级会谈给两国带来了“新的希望之光”。,更为重要的是会谈的进程不能中断，对话间隔太长。《印度教徒报》在一篇署名文章中称，两国外秘级会谈给两国带来了“新的希望之光”。
0,不要太a,暗夜慧灯——柏杨杂文集不要太凶我老人家奉劝太太小姐宁放真凶，勿兴冤狱，可不是站在自男人立场，物伤其类，骗你阁下手下留情，以便待机而动；而是冤狱太多，将产生暴戾之气，臭男人如果无论怎样本本分分，守身如玉，都得不到贤妻大人的信任，他可能索性反了算啦。,暗夜慧灯——柏杨杂文集太凶我老人家奉劝太太小姐宁放真凶，勿兴冤狱，可不是站在自男人立场，物伤其类，骗你阁下手下留情，以便待机而动；而是冤狱太多，将产生暴戾之气，臭男人如果无论怎样本本分分，守身如玉，都得不到贤妻大人的信任，他可能索性反了算啦。
0,不要太a,夜里下过的雨不要太大，太大第二天到处是积水，人不好走路；也不要太小，太小一夜蒸发尽了湿度，空气中就没有那么一种湿漉漉的清润新爽了，他也从小特别喜欢看自家的或别人家的“板障子”和房屋的外墙湿漉漉的情形。,夜里下过的雨太大，太大第二天到处是积水，人不好走路；也不要太小，太小一夜蒸发尽了湿度，空气中就没有那么一种湿漉漉的清润新爽了，他也从小特别喜欢看自家的或别人家的“板障子”和房屋的外墙湿漉漉的情形。
0,不要太a,”“这——”古应春一面想，一面说：“无非不要太过分的意思福不要享尽。,”“这——”古应春一面想，一面说：“无非太过分的意思福不要享尽。
0,不要太a,有些好心的朋友劝李章栋，你“得罪”面不要太宽，要为自己和子女着想，还得学点“关系学”，照顾上下左右关系为好。,有些好心的朋友劝李章栋，你“得罪”面太宽，要为自己和子女着想，还得学点“关系学”，照顾上下左右关系为好。
0,不要太a,６只母鸡配一蛋，蛋放入在肯光、通风良好面安静的地方、蛋最好是单层或双层，位置离地面不要太高，不然母鸡不愿上产蛋，也可在鸡舍一角铺上２５厘米厚沙，围成大沙地，鸡喜欢在沙中产蛋，只要保持沙内清洁便可。,６只母鸡配一蛋，蛋放入在肯光、通风良好面安静的地方、蛋最好是单层或双层，位置离地面太高，不然母鸡不愿上产蛋，也可在鸡舍一角铺上２５厘米厚沙，围成大沙地，鸡喜欢在沙中产蛋，只要保持沙内清洁便可。
0,不要太a,另外，应使该的游离端的剥离面不要太长〔５〕，以免影响内血供；维护腱鞘对肌腱的滋养作用〔４、５〕；保持后－连接部于无张力状态下，无疑亦是影响内愈着的基本条件。,另外，应使该的游离端的剥离面太长〔５〕，以免影响内血供；维护腱鞘对肌腱的滋养作用〔４、５〕；保持后－连接部于无张力状态下，无疑亦是影响内愈着的基本条件。
0,不要太a,”她勉强开口说，并期待自已的声音不要太尖锐了。,”她勉强开口说，并期待自已的声音太尖锐了。
0,不要太a,悲苦无益，不过说话声音不要太高。虽说现在房子比前加大，亲族人等已全吓跑，方才防你回来，不免诉苦，有话要说，连你兄弟也打发去睡，不令在旁。,悲苦无益，不过说话声音太高。虽说现在房子比前加大，亲族人等已全吓跑，方才防你回来，不免诉苦，有话要说，连你兄弟也打发去睡，不令在旁。
0,不要太a,“汽车装上航天发动机，这鬼声音不要太大！没有点心理准备的人，肯定要被吓一大跳。,“汽车装上航天发动机，这鬼声音太大！没有点心理准备的人，肯定要被吓一大跳。
0,不要太a,我希望在心理健康方面，再多一点更加深入心理细节的东西，选题不要太大了，这样会更有助于人们心态的调整。,我希望在心理健康方面，再多一点更加深入心理细节的东西，选题太大了，这样会更有助于人们心态的调整。
0,不要太a,反复是为了正确把握事物发展的方向陈云同志曾经多次讲过，“反复，就是决定问题不要太匆忙，要留一个反复考虑的时间。,反复是为了正确把握事物发展的方向陈云同志曾经多次讲过，“反复，就是决定问题太匆忙，要留一个反复考虑的时间。
0,不要太a,交换，就是在决定问题的时候，要反复交换意见，特别是听取不同意见；比较，就是研究决定问题的时候，要上下左右进行比较，才能得到一个正确的认识；反复，不是反复无常，是讲决定问题不要太匆忙，做出决定以后先放一下，听取多方面意见，特别要注意听取不同意见。,交换，就是在决定问题的时候，要反复交换意见，特别是听取不同意见；比较，就是研究决定问题的时候，要上下左右进行比较，才能得到一个正确的认识；反复，不是反复无常，是讲决定问题太匆忙，做出决定以后先放一下，听取多方面意见，特别要注意听取不同意见。
0,不要太a,所谓反复，就是说决定问题不要太匆忙，要留一个反复考虑的时间。,所谓反复，就是说决定问题太匆忙，要留一个反复考虑的时间。
0,不要太a,因此，决定问题不要太匆忙，要留一个考虑的时间。,因此，决定问题太匆忙，要留一个考虑的时间。
0,不要太a,阿弥陀佛，希望他的问题不要太难，让她能平安度过今晚。,阿弥陀佛，希望他的问题太难，让她能平安度过今晚。
0,不要太a,换而言之，我们刚才讲这三类问题，时效性问题，近况的问题，轻松愉快的问题，都是想告诉你，过年过节聊天的问题不要太沉重。不要犯忌讳，忌讳是什么呢？,换而言之，我们刚才讲这三类问题，时效性问题，近况的问题，轻松愉快的问题，都是想告诉你，过年过节聊天的问题太沉重。不要犯忌讳，忌讳是什么呢？
0,不要太a,口要清淡，每餐适量，最好是“吃饭不要太饱，活动不要太少，睡觉不要太早。,口要清淡，每餐适量，最好是“吃饭太饱，活动不要太少，睡觉不要太早。
0,不要太a,晚饭不要太油腻了，大卫泻肚子；吃土司面包是不是要烤？,晚饭太油腻了，大卫泻肚子；吃土司面包是不是要烤？
0,不要太a,瑶瑶的妈妈认为：不要让幼儿望而生畏，每次给孩子盛饭不要太多。如果盛得太多，给幼儿的第一感觉就是“哇！,瑶瑶的妈妈认为：不要让幼儿望而生畏，每次给孩子盛饭太多。如果盛得太多，给幼儿的第一感觉就是“哇！
