1,婉华的眼珠子差点儿没吓掉了，直盯着她眼前那“孔雀”瞧个不停。,婉华的眼珠子差点儿吓掉了，直盯着她眼前那“孔雀”瞧个不停。,,,
1,”钱雅蓉差点没让自个儿的答话给噎着。,”钱雅蓉差点让自个儿的答话给噎着。,,,
1,她差点儿没把我缠死。,她差点儿把我缠死。,,,
1,两天之后，弗朗索瓦丝不得不回到我们刚搬离的房子去找几件遗忘在那里的衣服，她显示了女人的变化莫测，回来后竟说，她在我们过去的那条街上差点儿没给憋死，她这次回旧居实在感到“不得其所”，她从没见过那样不方便的楼梯。,两天之后，弗朗索瓦丝不得不回到我们刚搬离的房子去找几件遗忘在那里的衣服，她显示了女人的变化莫测，回来后竟说，她在我们过去的那条街上差点儿给憋死，她这次回旧居实在感到“不得其所”，她从没见过那样不方便的楼梯。,,,
1,他刚刚喘着气打算开口，就不得不把嘴边的情话咽下去，差点儿没把自己噎死。,他刚刚喘着气打算开口，就不得不把嘴边的情话咽下去，差点儿把自己噎死。,,,
1,”刘斌喷了口烟说；“操，谁说不是来着，我和张红卫刚到莫斯科那天，听强子大头他们一说，差点儿没给气死。,”刘斌喷了口烟说；“操，谁说不是来着，我和张红卫刚到莫斯科那天，听强子大头他们一说，差点儿给气死。,,,
1,”这差点儿没把我当场吓死。,”这差点儿把我当场吓死。,,,
1,尤其是梁小秋，她怀老二原以为是儿子，为了生下来壮实，也不知听谁说的，怀孕时吃了不少钙片，结果，生时就费了劲了，差点没把梁小秋折腾死，等出来了，一看还是少那二两肉，把梁小秋气得差点窜窗户外去。,尤其是梁小秋，她怀老二原以为是儿子，为了生下来壮实，也不知听谁说的，怀孕时吃了不少钙片，结果，生时就费了劲了，差点把梁小秋折腾死，等出来了，一看还是少那二两肉，把梁小秋气得差点窜窗户外去。,,,
1,那个扬言要割碗的，差点没把你吓死。,那个扬言要割碗的，差点把你吓死。,,,
1,临跑走之前受了伤，差点儿没让小日本刺刀挑死，是我爸救的他，我爹自己睡凉坑，把唯一一条狍子皮褥给他铺。,临跑走之前受了伤，差点儿让小日本刺刀挑死，是我爸救的他，我爹自己睡凉坑，把唯一一条狍子皮褥给他铺。,,,
1,再说，就为这一个“林苑”，文革时差点没把她斗得死去活来，她是再也不想提这个的了。,再说，就为这一个“林苑”，文革时差点把她斗得死去活来，她是再也不想提这个的了。,,,
1,出来后老二也觉得今天感觉不对，问东问西地，差点没把我烦死。,出来后老二也觉得今天感觉不对，问东问西地，差点把我烦死。,,,
1,好不容易挣脱出来，差点没把我给吵死。,好不容易挣脱出来，差点把我给吵死。,,,
1,当赵保明的第三个儿子生出来是个瞎子的时候，赵保明终于查出了他的妻子陈彩霞偷偷在外面搞迷信拜鬼神的事，他差点儿没把老婆活活打死。,当赵保明的第三个儿子生出来是个瞎子的时候，赵保明终于查出了他的妻子陈彩霞偷偷在外面搞迷信拜鬼神的事，他差点儿把老婆活活打死。,,,
1,差点儿没把传教士吓死。,差点儿把传教士吓死。,,,
1,撑伞走下山的感觉好差，那个克难坡差点没把我给累死，都嘛那个明珠啦，没事说什么考完试了，想轻松一下，提议去河堤边走走啦。,撑伞走下山的感觉好差，那个克难坡差点把我给累死，都嘛那个明珠啦，没事说什么考完试了，想轻松一下，提议去河堤边走走啦。,,,
1,差点没把我干死。,差点把我干死。,,,
1,真把那个分队长吓坏了，他压在我身上，差点没把我憋死，其实他要是再晚来几秒钟，那个人肯定就到了西天极乐世界去了。,真把那个分队长吓坏了，他压在我身上，差点把我憋死，其实他要是再晚来几秒钟，那个人肯定就到了西天极乐世界去了。,,,
1,一个全班最大个子的姑娘，热情地一把搂住迎霜的脖子，差点没把迎霜给憋死，说：“杭迎霜，你这只语录包真好看！,一个全班最大个子的姑娘，热情地一把搂住迎霜的脖子，差点把迎霜给憋死，说：“杭迎霜，你这只语录包真好看！,,,
1,”一面接着说道：“在下并不讳言，镂文犀是敝会志在必得之物，此次为了镂文犀，敝会容有得罪韦大侠之处，在下敬向韦大侠深致歉意……”陆绮朝韦宗方狠狠的盯了一眼，披嘴哼道：“说得好听，差点没把人害死，光致歉有什么用？,”一面接着说道：“在下并不讳言，镂文犀是敝会志在必得之物，此次为了镂文犀，敝会容有得罪韦大侠之处，在下敬向韦大侠深致歉意……”陆绮朝韦宗方狠狠的盯了一眼，披嘴哼道：“说得好听，差点把人害死，光致歉有什么用？,,,
1,王风只是一怔，小姑娘差点没给他吓死。,王风只是一怔，小姑娘差点给他吓死。,,,
1,人虽大方，却极正派，前有坏人酒后说了两句疯话，差一点没被她打死。,人虽大方，却极正派，前有坏人酒后说了两句疯话，差一点被她打死。,,,
1,”张宇真长吁出口气，一股火尽数倾泻到段子羽身上，怒道：“你还来说嘴，差点没把人吓死。,”张宇真长吁出口气，一股火尽数倾泻到段子羽身上，怒道：“你还来说嘴，差点把人吓死。,,,
1,小邪就要跑到围墙，已高兴的要往墙外跳，突然背后衣领又被老人扯住，像是捉小狗般的被捉回来摔在地上，差点没被摔死。,小邪就要跑到围墙，已高兴的要往墙外跳，突然背后衣领又被老人扯住，像是捉小狗般的被捉回来摔在地上，差点被摔死。,,,
1,”这种人不好找，害得我自己也下水去搬沙包，足足搬了三天，才将江水疏通，差点没把我累死。,”这种人不好找，害得我自己也下水去搬沙包，足足搬了三天，才将江水疏通，差点把我累死。,,,
1,”田冬点点头，心有余悸的道：“这是古朴说的，他用这个把我绑在火山口上，想烤死我，我好不容易才拔了出来，真是危险，差点没被烤死。,”田冬点点头，心有余悸的道：“这是古朴说的，他用这个把我绑在火山口上，想烤死我，我好不容易才拔了出来，真是危险，差点被烤死。,,,
1,我骂你娘，你这些天来尽拿话来坑我，差一点没把我淹死在河里，我为你弄了不少银子，而你只不过打发叫花子似的从指头缝中漏给我那么一些些，你还不时的想打我……你……”尤道士道：“我早应该杀了你，儿！,我骂你娘，你这些天来尽拿话来坑我，差一点把我淹死在河里，我为你弄了不少银子，而你只不过打发叫花子似的从指头缝中漏给我那么一些些，你还不时的想打我……你……”尤道士道：“我早应该杀了你，儿！,,,
1,这一下及老博士可忍不住了，几个踏步向前，谭意哥还没来得及到家门口，已经被她从驴背上给抱了下来，哽咽着道：“孩子，你可回来了，差点没把我给急死！,这一下及老博士可忍不住了，几个踏步向前，谭意哥还没来得及到家门口，已经被她从驴背上给抱了下来，哽咽着道：“孩子，你可回来了，差点把我给急死！,,,
1,刚才她的开口就提到郑艳香，差点没把我骇死。,刚才她的开口就提到郑艳香，差点把我骇死。,,,
1,”说话的人是“九龙堂”的季步修，他在梁王府中差点没让陆见破杀死，幸而公子襄出手相救，因此对公子襄也至为好感，现下站出来大声说话，他这一番话，竟得到许多人的响应。,”说话的人是“九龙堂”的季步修，他在梁王府中差点让陆见破杀死，幸而公子襄出手相救，因此对公子襄也至为好感，现下站出来大声说话，他这一番话，竟得到许多人的响应。,,,
1,他回来之后还说什么非她不娶的浑话，差点没把我们气死！,他回来之后还说什么非她不娶的浑话，差点把我们气死！,,,
1,”古绍全由完全静止的状态突然坐了起来，“你终于来了，这两天差点没把我闷死，你……”“大哥，你看谁来看你了？,”古绍全由完全静止的状态突然坐了起来，“你终于来了，这两天差点把我闷死，你……”“大哥，你看谁来看你了？,,,
1,最近天气冷了许多，还有，你上次游泳时让附近才七岁大约二愣子瞧见，直喊看见人鱼了，造成一阵大骚动，差点没把我吓死。,最近天气冷了许多，还有，你上次游泳时让附近才七岁大约二愣子瞧见，直喊看见人鱼了，造成一阵大骚动，差点把我吓死。,,,
1,前两天，泷傲都亲自上门回绝了与我姊姊的亲事，差点没把我爹爹气得半死。,前两天，泷傲都亲自上门回绝了与我姊姊的亲事，差点把我爹爹气得半死。,,,
1,玫恩可差点没把千袭当场活活掐死，碍于有客人在场，她也只能压抑住，千袭该感激阎擎裴救了她一命。,玫恩可差点把千袭当场活活掐死，碍于有客人在场，她也只能压抑住，千袭该感激阎擎裴救了她一命。,,,
1,眼前的客厅布置得好浪漫、好有欧洲风味，简直让人误以为自己置身于欧洲的某幢建筑物之中，而且空气中还飘着一股引人垂涎三尺的香气……颜甄循着香味来到厨房，差点没让厨房里丰盛的菜肴给吓死。,眼前的客厅布置得好浪漫、好有欧洲风味，简直让人误以为自己置身于欧洲的某幢建筑物之中，而且空气中还飘着一股引人垂涎三尺的香气……颜甄循着香味来到厨房，差点让厨房里丰盛的菜肴给吓死。,,,
1,＂她用身体挡住已发动的车身，差点没把司机吓死。,＂她用身体挡住已发动的车身，差点把司机吓死。,,,
1,”这句话差点没把百合给吓死，她不安的看着玫瑰，吶吶的说：“你要做什么？,”这句话差点把百合给吓死，她不安的看着玫瑰，吶吶的说：“你要做什么？,,,
1,这一瞧，差点没把她吓死！,这一瞧，差点把她吓死！,,,
1,”“今儿个一早，老爷子差点没把他给打死，要不是把你省亲的事搬出来，只怕他不晓得还要发多久的疯。,”“今儿个一早，老爷子差点把他给打死，要不是把你省亲的事搬出来，只怕他不晓得还要发多久的疯。,,,
1,＂岳仲翎大吼，忙吐出一颗荔枝子儿，幸好，差点没被那伙子儿给噎死！,＂岳仲翎大吼，忙吐出一颗荔枝子儿，幸好，差点被那伙子儿给噎死！,,,
1,至于她所谓“酒量不好”的谷扬，那时他不但没倒下，还挺了一夜弄了些小玩意儿招待她，差点没把她气死。,至于她所谓“酒量不好”的谷扬，那时他不但没倒下，还挺了一夜弄了些小玩意儿招待她，差点把她气死。,,,
1,”差点没把徐广天吓死，“梅冬青那家伙不要脸，他凭什么向你求婚？,”差点把徐广天吓死，“梅冬青那家伙不要脸，他凭什么向你求婚？,,,
1,小高还被毒蛇咬了，差点没死掉，这会儿还躺在医院里。,小高还被毒蛇咬了，差点死掉，这会儿还躺在医院里。,,,
1,我爹挑门户过日子，刚舒心了几年，又赶上归大堆儿，吃食堂，瓜菜代，差点没饿死。,我爹挑门户过日子，刚舒心了几年，又赶上归大堆儿，吃食堂，瓜菜代，差点饿死。,,,
1,我差点儿没吓死。,我差点儿吓死。,,,
1,正赶上村里涨水，他家的水马上土炕了，他又下不了地，李鸣听信后一股劲把手扶（拖拉机）开到他家门口，连跑带颠往外抢东西，一只脚跌深坑里差点没淹死，还咋的，也算够意思了。,正赶上村里涨水，他家的水马上土炕了，他又下不了地，李鸣听信后一股劲把手扶（拖拉机）开到他家门口，连跑带颠往外抢东西，一只脚跌深坑里差点淹死，还咋的，也算够意思了。,,,
1,李鸣还放风说，王玉才要能打赢这场官司也杀猪请客，大头朝下走出柳树村，王玉才就一股火差点没窝囊死，一赌气搬到曲柳乡了。,李鸣还放风说，王玉才要能打赢这场官司也杀猪请客，大头朝下走出柳树村，王玉才就一股火差点窝囊死，一赌气搬到曲柳乡了。,,,
1,我甚至没有兴致向家人提说，过去我曾经跟着军队，在这里打过仗，差一点没有炸死在河边上。,我甚至没有兴致向家人提说，过去我曾经跟着军队，在这里打过仗，差一点炸死在河边上。,,,
1,“你爸特神，他还想游泳，差点儿没淹死。,“你爸特神，他还想游泳，差点儿淹死。,,,
1,有一年，城里的会刚散，下了一阵雷暴雨，河堤上不好走，他一路赶去，差点没摔死。,有一年，城里的会刚散，下了一阵雷暴雨，河堤上不好走，他一路赶去，差点摔死。,,,
1,（据周三奶奶说，她的曾祖母就是被胡仙抓住过的，闹了整整三年，差一点没死，最后就是用这个方法治好的。,（据周三奶奶说，她的曾祖母就是被胡仙抓住过的，闹了整整三年，差一点死，最后就是用这个方法治好的。,,,
1,毕业出来打工，来到广州差点没饿死。,毕业出来打工，来到广州差点饿死。,,,
1,小西差点没气死，拔转腿就走了。,小西差点气死，拔转腿就走了。,,,
1,玲姑故意问道：“这放羊人胆子真大，为了救我，差点没有被狼咬死，也不知是哪里来的。,玲姑故意问道：“这放羊人胆子真大，为了救我，差点被狼咬死，也不知是哪里来的。,,,
1,正走之间，猛瞥见侧面山石后有彩影闪动，旺子当年春天往山中寻师，遇见过一条五色斑斓的大蟒，因逃得快，未被发现，中途回顾，那蟒正吞吃一只大獾，其行如风，快得出奇，差一点没有吓死。,正走之间，猛瞥见侧面山石后有彩影闪动，旺子当年春天往山中寻师，遇见过一条五色斑斓的大蟒，因逃得快，未被发现，中途回顾，那蟒正吞吃一只大獾，其行如风，快得出奇，差一点吓死。,,,
1,”阿三道：“没办法，每次都落在我头上，有一次还挑了三个月的大水缸，差点没死在这里。,”阿三道：“没办法，每次都落在我头上，有一次还挑了三个月的大水缸，差点死在这里。,,,
1,＋－＊／地将水喷出，差点没呛死。,＋－＊／地将水喷出，差点呛死。,,,
1,”壮汉站在石阶上，低声道：“上回你差一点没有一足踢死我，但我并不恨你，也不敢恨你，不过……”秦红不耐的道：“有话快说！,”壮汉站在石阶上，低声道：“上回你差一点一足踢死我，但我并不恨你，也不敢恨你，不过……”秦红不耐的道：“有话快说！,,,
1,”女人走近小床瞧，她见龙在山长的人模人样的，‘便也十分喜欢的道：“谁家少年郎，怎么会掉到河里了，头上还撞个窟窿，差点没死掉。,”女人走近小床瞧，她见龙在山长的人模人样的，‘便也十分喜欢的道：“谁家少年郎，怎么会掉到河里了，头上还撞个窟窿，差点死掉。,,,
1,”他戟指尤道士，又道：“你才是个贪婪的家伙，我问你，你叫我下河去找宝……”龙在山指向谢拐子，道：“去找他的宝，害我差一点没死掉，你却弃我而去，还他娘的亲爱的，亲你个老龟头，咱们的交情已在风陵渡之后断了。,”他戟指尤道士，又道：“你才是个贪婪的家伙，我问你，你叫我下河去找宝……”龙在山指向谢拐子，道：“去找他的宝，害我差一点死掉，你却弃我而去，还他娘的亲爱的，亲你个老龟头，咱们的交情已在风陵渡之后断了。,,,
1,”尹水月道：“嗨，我差一点没出手烧死那小子。,”尹水月道：“嗨，我差一点出手烧死那小子。,,,
1,”其中一名官差眼明手快率先拔腿开溜，其余几名也立刻像耗子见着猫，差点没摔死的一路逃窜开去。,”其中一名官差眼明手快率先拔腿开溜，其余几名也立刻像耗子见着猫，差点摔死的一路逃窜开去。,,,
1,“我才不想勾引你呢，是你自己自作多情，以为别人的眼神都在勾引你，苍蝇那么多我就吃到你这一只，差点没呛死。,“我才不想勾引你呢，是你自己自作多情，以为别人的眼神都在勾引你，苍蝇那么多我就吃到你这一只，差点呛死。,,,
1,”妈呀，差点没呛死她。,”妈呀，差点呛死她。,,,
1,”颜甄一口菜梗在喉咙里．差点没噎死，卫逸书连忙伸手在她背后拍了拍，替她顺顺气。,”颜甄一口菜梗在喉咙里．差点噎死，卫逸书连忙伸手在她背后拍了拍，替她顺顺气。,,,
1,”沅沅一肚子的火差点没吐出来把他烧死。,”沅沅一肚子的火差点吐出来把他烧死。,,,
1,待所有人进入体检房，不约而同地宽衣解带时，她差点没吓个半死。,待所有人进入体检房，不约而同地宽衣解带时，她差点吓个半死。,,,
1,”她还记得当金姥在他怀里瞧见她变身的幼狐时，差点没当场昏死过去。,”她还记得当金姥在他怀里瞧见她变身的幼狐时，差点当场昏死过去。,,,
1,玫瑰吐了一下舌头，翻了个白眼，抱怨的说：“这双鞋子差点没摔死我，没跌个手脚齐断，就很阿弥陀佛了！,玫瑰吐了一下舌头，翻了个白眼，抱怨的说：“这双鞋子差点摔死我，没跌个手脚齐断，就很阿弥陀佛了！,,,
1,他今天像发神经似的，居然拖着我去买衣服，要我马上把身上穿的那套衣服换下来，差点没热死我！,他今天像发神经似的，居然拖着我去买衣服，要我马上把身上穿的那套衣服换下来，差点热死我！,,,
1,小笼包这才塞进嘴里，差点没活活噎死！,小笼包这才塞进嘴里，差点活活噎死！,,,
1,此情此景，叶飞见了差点没气死，也是忍无可忍，他像发了狂一样，动手动脚的把那群人——也不管男男女女，全都扔下船去。,此情此景，叶飞见了差点气死，也是忍无可忍，他像发了狂一样，动手动脚的把那群人——也不管男男女女，全都扔下船去。,,,
1,君——”彦字硬生生地吞了回去，差点没噎死地。,君——”彦字硬生生地吞了回去，差点噎死地。,,,
1,”月牙儿听了差点没笑死，明明是念秋姊太会跑了，现在所有的人全知道爷一天的时间里，总有半天在找她。,”月牙儿听了差点笑死，明明是念秋姊太会跑了，现在所有的人全知道爷一天的时间里，总有半天在找她。,,,
1,”谷菱感慨地说：“婚纱都准备好了，等跟柏青结婚，结果他和爱丽斯复合；我也又找到个真正心爱的人，这真是天赐，但却又死了，又被邱崇文骗婚，被他虐待、伤害，差点没死掉。,”谷菱感慨地说：“婚纱都准备好了，等跟柏青结婚，结果他和爱丽斯复合；我也又找到个真正心爱的人，这真是天赐，但却又死了，又被邱崇文骗婚，被他虐待、伤害，差点死掉。,,,
1,”甘子莹挨在他身上，用她十只手指搔他的要害：脖子、肋下、腰……吕元健左闪右避；甘子莹玩起来很疯的，吕元健差点没笑死，只有大声求饶：“莹莹停一下……我错啦！,”甘子莹挨在他身上，用她十只手指搔他的要害：脖子、肋下、腰……吕元健左闪右避；甘子莹玩起来很疯的，吕元健差点笑死，只有大声求饶：“莹莹停一下……我错啦！,,,
1,”子斌由厕所出来，差点没有闷死，他躺在自己的床上，叹了一口气。,”子斌由厕所出来，差点闷死，他躺在自己的床上，叹了一口气。,,,
1,唉，差点没累死在会场上：真该学邱离，他聪明，完工后就躲回家里睡大觉，不管外头的邀请函发得满天飞，他都当没看见。,唉，差点累死在会场上：真该学邱离，他聪明，完工后就躲回家里睡大觉，不管外头的邀请函发得满天飞，他都当没看见。,,,
1,因为嘴巴被凌云养刁了，所以凌云住院这两天，她差点没饿死，多亏凌霄义伸援手接管厨事，喂饱她后，又提议比赛玩电动，输的人就借一撮头发来玩玩，她输了十几次，当然就换来一颗彩虹头了。,因为嘴巴被凌云养刁了，所以凌云住院这两天，她差点饿死，多亏凌霄义伸援手接管厨事，喂饱她后，又提议比赛玩电动，输的人就借一撮头发来玩玩，她输了十几次，当然就换来一颗彩虹头了。,,,
1,”差点没饿死，我们生活都这样，也没办法照顾好阿霜姑姑。,”差点饿死，我们生活都这样，也没办法照顾好阿霜姑姑。,,,
1,母亲是个守旧的人，这下子差一点没有气死。,母亲是个守旧的人，这下子差一点气死。,,,
1,有一次深夜，工厂失火，她奋勇当先，率领了二十五个女工去抢救器材，差一点没烧死在火里……在这些艰苦的日子里，她开始学习认字，写字……终于学成了“粗通文字”……在一九四四年，她当选了“劳动英雄”。,有一次深夜，工厂失火，她奋勇当先，率领了二十五个女工去抢救器材，差一点烧死在火里……在这些艰苦的日子里，她开始学习认字，写字……终于学成了“粗通文字”……在一九四四年，她当选了“劳动英雄”。,,,
1,满都固勒大喜过望，他托人给小姨带了一封信去，告诉她他也活着，负过几次伤，差点儿没死，现在是察哈尔党组织的领导，同时还是当地地方武装的负责人。,满都固勒大喜过望，他托人给小姨带了一封信去，告诉她他也活着，负过几次伤，差点儿死，现在是察哈尔党组织的领导，同时还是当地地方武装的负责人。,,,
1,那五说：＂我差点没死在外头，好容易挣命奔回来，我知道是怎么档子事？,那五说：＂我差点死在外头，好容易挣命奔回来，我知道是怎么档子事？,,,
1,坐在戏院后面的人差点儿没闷死，大伙儿一面扯起嗓子嚷嚷，一面推推挤挤，还有些人闷的受不住，叫的叫，哼唧的哼唧。,坐在戏院后面的人差点儿闷死，大伙儿一面扯起嗓子嚷嚷，一面推推挤挤，还有些人闷的受不住，叫的叫，哼唧的哼唧。,,,
1,她扬起眉毛，眼中露出一抹令人心惊胆跳的光芒，秋雅、冬蓉、岚春看了全都吓得差点没跳起来，不自觉吞口口水，有人要倒大楣了，而她们衷心为她祈祷很少有人能在Ｆ４的龙卷风下幸存的。,她扬起眉毛，眼中露出一抹令人心惊胆跳的光芒，秋雅、冬蓉、岚春看了全都吓得差点跳起来，不自觉吞口口水，有人要倒大楣了，而她们衷心为她祈祷很少有人能在Ｆ４的龙卷风下幸存的。,,,
1,在男女比数相当，且校风开放的校园中，就是没遇到几个对眼的，她发誓，真的有很认真去找，认真到差点没公开到布告上去贴征友广告，可就是遇不到她一直是这样安慰自己，既然缘分天注定，该来的就会来，这就是她现在的想法。,在男女比数相当，且校风开放的校园中，就是没遇到几个对眼的，她发誓，真的有很认真去找，认真到差点公开到布告上去贴征友广告，可就是遇不到她一直是这样安慰自己，既然缘分天注定，该来的就会来，这就是她现在的想法。,,,
1,”二度邂逅第二章当陆羽看到跟在亚敏后面的那个男子时，整个人差点没从座位上摔下来。,”二度邂逅第二章当陆羽看到跟在亚敏后面的那个男子时，整个人差点从座位上摔下来。,,,
1,”再也忍不住，陆羽开口哈哈大笑，笑到差点没跌到地上。,”再也忍不住，陆羽开口哈哈大笑，笑到差点跌到地上。,,,
1,居轩听了差点没吐血，为了他的‘失职’，晚上不得安眠，整夜像疯子似的跟在他妻子的身后，他倒好，在另一个妻子怀中，享受温柔乡，一夜春宵。,居轩听了差点吐血，为了他的‘失职’，晚上不得安眠，整夜像疯子似的跟在他妻子的身后，他倒好，在另一个妻子怀中，享受温柔乡，一夜春宵。,,,
1,”所有人都吓得差点没跳起来，不明白她为什么要这样做？,”所有人都吓得差点跳起来，不明白她为什么要这样做？,,,
1,”当他看到王氏的模样，差点没昏过去。,”当他看到王氏的模样，差点昏过去。,,,
1,当颖儿带着杨少华，与同去接他们的威镇军回到冀州时，看到病恹恹的小姐时，差点没吓得魂飞魄散。,当颖儿带着杨少华，与同去接他们的威镇军回到冀州时，看到病恹恹的小姐时，差点吓得魂飞魄散。,,,
1,当然另一个在听到她的回答，气得差点没立刻跳过去，把她抓起大声质问——这是怎么一回事？,当然另一个在听到她的回答，气得差点立刻跳过去，把她抓起大声质问——这是怎么一回事？,,,
1,尹桀仁差点没吐血。,尹桀仁差点吐血。,,,
1,听他的语气，差点没笑出来。,听他的语气，差点笑出来。,,,
1,一察觉到这点，差点没吓坏她，她居然会想一个恨她入骨，并欲将她除之后快的男孩？,一察觉到这点，差点吓坏她，她居然会想一个恨她入骨，并欲将她除之后快的男孩？,,,
1,”青云急得差点没中风。,”青云急得差点中风。,,,
1,”昀樵反应敏捷地攀住阳台的边缘，往下一看，差点没昏倒。,”昀樵反应敏捷地攀住阳台的边缘，往下一看，差点昏倒。,,,
1,甫听到他又来消费的消息时，她差点没昏倒。,甫听到他又来消费的消息时，她差点昏倒。,,,
1,大家还不只一次被他强邀去看那种颠倒阴阳的舞台秀，在绚丽的灯光下，那些比女人更像女人的男人花枝招展地秀腿露背抛媚眼，美则美矣，但他看完后满肚子的疙瘩还是直冲喉头，差点没当场大吐。,大家还不只一次被他强邀去看那种颠倒阴阳的舞台秀，在绚丽的灯光下，那些比女人更像女人的男人花枝招展地秀腿露背抛媚眼，美则美矣，但他看完后满肚子的疙瘩还是直冲喉头，差点当场大吐。,,,
1,”林剑希的眉差点没纠成一团。,”林剑希的眉差点纠成一团。,,,
1,”他不知死活的开玩笑，下一秒钟衣领就被抓住，差点没法呼吸。,”他不知死活的开玩笑，下一秒钟衣领就被抓住，差点法呼吸。,,,
1,她点点头，有一天她就是嫌吃饭太麻烦，决定不吃，结果饿了一天下来，差点没挂在床上起不来。,她点点头，有一天她就是嫌吃饭太麻烦，决定不吃，结果饿了一天下来，差点挂在床上起不来。,,,
1,老板娘看见内室里衣服、裁缝用具乱成一团，差点儿没昏倒。,老板娘看见内室里衣服、裁缝用具乱成一团，差点儿昏倒。,,,
1,她们三人差点没哭出来。,她们三人差点哭出来。,,,
1,蓝仲达正要入口的一匙汤差点没喷出来。,蓝仲达正要入口的一匙汤差点喷出来。,,,
1,”沈彻的下巴差点没掉下来。,”沈彻的下巴差点掉下来。,,,
1,”沈彻弯着腰，不断拍着大腿，笑到下巴差点没掉下来。,”沈彻弯着腰，不断拍着大腿，笑到下巴差点掉下来。,,,
1,她这辈子最恨也最怕的就是打针了，更何况他还拿着这么长一根针，她看了差点没昏倒。,她这辈子最恨也最怕的就是打针了，更何况他还拿着这么长一根针，她看了差点昏倒。,,,
1,＂…何姐……＂再度看见仙界的人，弄情差点没有流下感动的眼泪。,＂…何姐……＂再度看见仙界的人，弄情差点流下感动的眼泪。,,,
1,＂千烨差点没气吞过去！,＂千烨差点气吞过去！,,,
1,＂千烨差点没昏倒。,＂千烨差点昏倒。,,,
1,”圭司差点没跌进海里。,”圭司差点跌进海里。,,,
1,”李慕唐忍不住，大笑特笑，差点没连椅子一起翻到地上去。,”李慕唐忍不住，大笑特笑，差点连椅子一起翻到地上去。,,,
1,高伟总算是能言善道的男生了吧，给那个孩子的妈妈气得差点没昏倒！,高伟总算是能言善道的男生了吧，给那个孩子的妈妈气得差点昏倒！,,,
1,吐出一口长气：“呕得我差点没吐血！,吐出一口长气：“呕得我差点吐血！,,,
1,”云飞一口气憋在胸口，差点没晕倒。,”云飞一口气憋在胸口，差点晕倒。,,,
1,就在宏达差点没捋起衣袖的时候，他终于及时回过头去，随着队伍渐行渐远。,就在宏达差点捋起衣袖的时候，他终于及时回过头去，随着队伍渐行渐远。,,,
1,但，那肿胀的手指实在不听使唤，一壶酒差点没掉到地下去。,但，那肿胀的手指实在不听使唤，一壶酒差点掉到地下去。,,,
1,”母亲这一惊，真非同小可，差点没有晕倒。,”母亲这一惊，真非同小可，差点晕倒。,,,
1,母亲吓得大叫一声，差点没有当场晕倒。,母亲吓得大叫一声，差点当场晕倒。,,,
1,简直是欺人太甚了……欺人太甚了……”她气得一口气提不上来，差点没有厥过去。,简直是欺人太甚了……欺人太甚了……”她气得一口气提不上来，差点厥过去。,,,
1,”绍文跳得老高，差点没有摔到花车下面去。,”绍文跳得老高，差点摔到花车下面去。,,,
1,最后，证实骨头没断，只是脱了臼，经过推拿医生一番强制接骨，世纬差点没痛晕过去。,最后，证实骨头没断，只是脱了臼，经过推拿医生一番强制接骨，世纬差点痛晕过去。,,,
1,”“一到华盖，就听到你右大护法不干了的消息，吓得我差点没摔倒在地，”飞扬的唇边始终挂着一丝嘲弄的笑容说，“没有问清楚来龙去脉，你想我会出来找你吗？,”“一到华盖，就听到你右大护法不干了的消息，吓得我差点摔倒在地，”飞扬的唇边始终挂着一丝嘲弄的笑容说，“没有问清楚来龙去脉，你想我会出来找你吗？,,,
1,当他准备撞门进去时，这才发现，房门根本没有锁上，他才轻轻一转，房门便应声而开……当他一眼瞧见房门里的情景，差点没呆楞住。,当他准备撞门进去时，这才发现，房门根本没有锁上，他才轻轻一转，房门便应声而开……当他一眼瞧见房门里的情景，差点呆楞住。,,,
1,”他差点没从椅子上挑起。,”他差点从椅子上挑起。,,,
1,”见她如此冷静，廖筱薇差点没疯掉。,”见她如此冷静，廖筱薇差点疯掉。,,,
1,”无仇瞧见她两眼冒烟却又忍耐住怒气的滑稽模样，差点没笑出声来。,”无仇瞧见她两眼冒烟却又忍耐住怒气的滑稽模样，差点笑出声来。,,,
1,气闷的脑袋才刚下了决定，两声大大的喇叭声差点没震破她的耳朵。,气闷的脑袋才刚下了决定，两声大大的喇叭声差点震破她的耳朵。,,,
1,”他假装镇定，内心差点没昏倒。,”他假装镇定，内心差点昏倒。,,,
1,一抬头，她的心一惊，差点没跌坐在地上。,一抬头，她的心一惊，差点跌坐在地上。,,,
1,她望著白荷那挂著泪痕的苍幽容颜，差点没痛哭出来。,她望著白荷那挂著泪痕的苍幽容颜，差点痛哭出来。,,,
1,”右樨一听到她这番话，差点没翻脸。,”右樨一听到她这番话，差点翻脸。,,,
1,右樨的情况差不多，她一听到警方不许任何人接近你，差点没发飙，还威胁我若是不想办法让她来看你，就要和我一刀两断。,右樨的情况差不多，她一听到警方不许任何人接近你，差点发飙，还威胁我若是不想办法让她来看你，就要和我一刀两断。,,,
1,一见到木门半敞开着，他的一颗心差点儿没跳出来。,一见到木门半敞开着，他的一颗心差点儿跳出来。,,,
1,”她差点没低吼出来。,”她差点低吼出来。,,,
1,可是当她再把目光看到另一边时，差点没笑出声。,可是当她再把目光看到另一边时，差点笑出声。,,,
1,”我差点没问他：“你当时参加了杀人没有？,”我差点问他：“你当时参加了杀人没有？,,,
