1,两年后他高兴地说，第一口差点没吐，后来一次能喝三大碗。,两年后他高兴地说，第一口差点吐，后来一次能喝三大碗。
1,”婉华差点儿没从座位上弹出去。,”婉华差点儿从座位上弹出去。
1,”婉华差点没跳起来。,”婉华差点跳起来。
1,婉华差点儿没呛到。,婉华差点儿呛到。
1,卡尔将军正好从窗口往下看，口中的茶差点没喷出来，全伦敦会有这种疯狂开车技术的，只有韩绛纱一人，这个小妮子发起飙来真是可怕。,卡尔将军正好从窗口往下看，口中的茶差点喷出来，全伦敦会有这种疯狂开车技术的，只有韩绛纱一人，这个小妮子发起飙来真是可怕。
1,看着她眼底尽是久饿过头、急需食物救急的眸光，东方朔又再度当着她的面，恶毒地将盘中最后的一块烧肉飞快地送进口中，让一旁悲不成言的适意看了差点没怆然而泪下。,看着她眼底尽是久饿过头、急需食物救急的眸光，东方朔又再度当着她的面，恶毒地将盘中最后的一块烧肉飞快地送进口中，让一旁悲不成言的适意看了差点怆然而泪下。
1,在封贞观迅速移开时，若笑差点没跌至床下。,在封贞观迅速移开时，若笑差点跌至床下。
1,宁环的力道差点没捏碎晴丝的手腕，痛得晴丝泪珠夺眶而出，下人们又赶紧分开他们，但宁环仗着蛮力将晴丝扯在胸前，让下人们皆不敢上前拿下他，怕有个闪失会伤了晴丝。,宁环的力道差点捏碎晴丝的手腕，痛得晴丝泪珠夺眶而出，下人们又赶紧分开他们，但宁环仗着蛮力将晴丝扯在胸前，让下人们皆不敢上前拿下他，怕有个闪失会伤了晴丝。
1,”突然被他压倒在地的未央，头顶差点没因他们俩过度亲密的姿势而冒出烟来。,”突然被他压倒在地的未央，头顶差点因他们俩过度亲密的姿势而冒出烟来。
1,”一颗心差点没跳出胸口的未央，实在是好想直接跳进太掖池消去她那一身燥热,”一颗心差点跳出胸口的未央，实在是好想直接跳进太掖池消去她那一身燥热
1,”水晶抬头看他，还没看到她，就找得晕头转向、差点没一怒为红颜踏平黑帝斯城的莱安，等看到时，已经被紧紧抱在平坦温暖的胸前。,”水晶抬头看他，还没看到她，就找得晕头转向、差点一怒为红颜踏平黑帝斯城的莱安，等看到时，已经被紧紧抱在平坦温暖的胸前。
1,索靖听完差点没起身直接离开。,索靖听完差点起身直接离开。
1,乍然听到自己曾问过崇恩的话，邡圣攸差点没从床上跌下来。,乍然听到自己曾问过崇恩的话，邡圣攸差点从床上跌下来。
1,”扇君恒的声音僵住了，差点没掏耳朵怕听错。,”扇君恒的声音僵住了，差点掏耳朵怕听错。
1,”扇君恒听到差点没笑出来，还是勉强吞回笑意。,”扇君恒听到差点笑出来，还是勉强吞回笑意。
1,”听闻此言，猫子差点没傻眼。,”听闻此言，猫子差点傻眼。
1,”沉寂中爆出的声音，像刺骨的寒风窜入乔莉儿的背脊，吓得她心跳差点没停止，害她慌了手脚，愣在原地不知如何是好。,”沉寂中爆出的声音，像刺骨的寒风窜入乔莉儿的背脊，吓得她心跳差点停止，害她慌了手脚，愣在原地不知如何是好。
1,突然，她被凑近的一张笑脸吓了一大跳，差点没惊叫出声。,突然，她被凑近的一张笑脸吓了一大跳，差点惊叫出声。
1,在令人窒息的几秒之后，赤龙挑起眉，差点没笑出口。,在令人窒息的几秒之后，赤龙挑起眉，差点笑出口。
1,”不知是夸或贬，他笑到差点没呛到，还是一字不漏地说得很清楚。,”不知是夸或贬，他笑到差点呛到，还是一字不漏地说得很清楚。
1,被赤龙凶狠的厉眼一瞪，柯晓菁吓了一大跳，双腿差点没软下去。,被赤龙凶狠的厉眼一瞪，柯晓菁吓了一大跳，双腿差点软下去。
1,听见他进厕所的声音，笑声再也抑不住地从齿间泄出来，笑到整个人都脚软，差点没坐到地上去。,听见他进厕所的声音，笑声再也抑不住地从齿间泄出来，笑到整个人都脚软，差点坐到地上去。
1,眨了好几下眼睛，才让焦距对准，微眯着眼，从窗外的天色判断，现在已是黄昏了，他躺在床上瞪着天花板良久，直到他感受到颊旁温暖的吹拂，猛地一惊，转过头看到玉苏带泪紧闭着眼的脸庞时，差点没吓得惊跳起来。,眨了好几下眼睛，才让焦距对准，微眯着眼，从窗外的天色判断，现在已是黄昏了，他躺在床上瞪着天花板良久，直到他感受到颊旁温暖的吹拂，猛地一惊，转过头看到玉苏带泪紧闭着眼的脸庞时，差点吓得惊跳起来。
1,突然之间，华琳和仲凯同时觉得一阵毛骨悚然，两人对看一眼，缓缓转过身，一看，差点没吓昏。,突然之间，华琳和仲凯同时觉得一阵毛骨悚然，两人对看一眼，缓缓转过身，一看，差点吓昏。
1,差点没吐出来．她在心里暗骂道。,差点吐出来．她在心里暗骂道。
1,而自那次以后，仲凯像变个人，绝口不提华琳，向来不喝酒的人，居然夜夜都拉羲雅和于伊上Ｐｕｂ喝酒，连家都不怎么回，每晚都醉得一塌糊涂，吐得乱七八糟，看到仲凯那副自虐的模样，差点没吓坏他俩。,而自那次以后，仲凯像变个人，绝口不提华琳，向来不喝酒的人，居然夜夜都拉羲雅和于伊上Ｐｕｂ喝酒，连家都不怎么回，每晚都醉得一塌糊涂，吐得乱七八糟，看到仲凯那副自虐的模样，差点吓坏他俩。
1,她扬起眉毛，眼中露出一抹令人心惊胆跳的光芒，秋雅、冬蓉、岚春看了全都吓得差点没跳起来，不自觉吞口口水，有人要倒大楣了，而她们衷心为她祈祷很少有人能在Ｆ４的龙卷风下幸存的。,她扬起眉毛，眼中露出一抹令人心惊胆跳的光芒，秋雅、冬蓉、岚春看了全都吓得差点跳起来，不自觉吞口口水，有人要倒大楣了，而她们衷心为她祈祷很少有人能在Ｆ４的龙卷风下幸存的。
1,在男女比数相当，且校风开放的校园中，就是没遇到几个对眼的，她发誓，真的有很认真去找，认真到差点没公开到布告上去贴征友广告，可就是遇不到她一直是这样安慰自己，既然缘分天注定，该来的就会来，这就是她现在的想法。,在男女比数相当，且校风开放的校园中，就是没遇到几个对眼的，她发誓，真的有很认真去找，认真到差点公开到布告上去贴征友广告，可就是遇不到她一直是这样安慰自己，既然缘分天注定，该来的就会来，这就是她现在的想法。
1,”二度邂逅第二章当陆羽看到跟在亚敏后面的那个男子时，整个人差点没从座位上摔下来。,”二度邂逅第二章当陆羽看到跟在亚敏后面的那个男子时，整个人差点从座位上摔下来。
1,”再也忍不住，陆羽开口哈哈大笑，笑到差点没跌到地上。,”再也忍不住，陆羽开口哈哈大笑，笑到差点跌到地上。
1,居轩听了差点没吐血，为了他的‘失职’，晚上不得安眠，整夜像疯子似的跟在他妻子的身后，他倒好，在另一个妻子怀中，享受温柔乡，一夜春宵。,居轩听了差点吐血，为了他的‘失职’，晚上不得安眠，整夜像疯子似的跟在他妻子的身后，他倒好，在另一个妻子怀中，享受温柔乡，一夜春宵。
1,”所有人都吓得差点没跳起来，不明白她为什么要这样做？,”所有人都吓得差点跳起来，不明白她为什么要这样做？
1,”当他看到王氏的模样，差点没昏过去。,”当他看到王氏的模样，差点昏过去。
1,当颖儿带着杨少华，与同去接他们的威镇军回到冀州时，看到病恹恹的小姐时，差点没吓得魂飞魄散。,当颖儿带着杨少华，与同去接他们的威镇军回到冀州时，看到病恹恹的小姐时，差点吓得魂飞魄散。
1,当然另一个在听到她的回答，气得差点没立刻跳过去，把她抓起大声质问——这是怎么一回事？,当然另一个在听到她的回答，气得差点立刻跳过去，把她抓起大声质问——这是怎么一回事？
1,尹桀仁差点没吐血。,尹桀仁差点吐血。
1,听他的语气，差点没笑出来。,听他的语气，差点笑出来。
1,一察觉到这点，差点没吓坏她，她居然会想一个恨她入骨，并欲将她除之后快的男孩？,一察觉到这点，差点吓坏她，她居然会想一个恨她入骨，并欲将她除之后快的男孩？
1,”青云急得差点没中风。,”青云急得差点中风。
1,”昀樵反应敏捷地攀住阳台的边缘，往下一看，差点没昏倒。,”昀樵反应敏捷地攀住阳台的边缘，往下一看，差点昏倒。
1,甫听到他又来消费的消息时，她差点没昏倒。,甫听到他又来消费的消息时，她差点昏倒。
1,大家还不只一次被他强邀去看那种颠倒阴阳的舞台秀，在绚丽的灯光下，那些比女人更像女人的男人花枝招展地秀腿露背抛媚眼，美则美矣，但他看完后满肚子的疙瘩还是直冲喉头，差点没当场大吐。,大家还不只一次被他强邀去看那种颠倒阴阳的舞台秀，在绚丽的灯光下，那些比女人更像女人的男人花枝招展地秀腿露背抛媚眼，美则美矣，但他看完后满肚子的疙瘩还是直冲喉头，差点当场大吐。
1,”林剑希的眉差点没纠成一团。,”林剑希的眉差点纠成一团。
1,”他不知死活的开玩笑，下一秒钟衣领就被抓住，差点没法呼吸。,”他不知死活的开玩笑，下一秒钟衣领就被抓住，差点法呼吸。
1,她点点头，有一天她就是嫌吃饭太麻烦，决定不吃，结果饿了一天下来，差点没挂在床上起不来。,她点点头，有一天她就是嫌吃饭太麻烦，决定不吃，结果饿了一天下来，差点挂在床上起不来。
1,老板娘看见内室里衣服、裁缝用具乱成一团，差点儿没昏倒。,老板娘看见内室里衣服、裁缝用具乱成一团，差点儿昏倒。
1,她们三人差点没哭出来。,她们三人差点哭出来。
1,蓝仲达正要入口的一匙汤差点没喷出来。,蓝仲达正要入口的一匙汤差点喷出来。
1,”沈彻的下巴差点没掉下来。,”沈彻的下巴差点掉下来。
1,”沈彻弯着腰，不断拍着大腿，笑到下巴差点没掉下来。,”沈彻弯着腰，不断拍着大腿，笑到下巴差点掉下来。
1,她这辈子最恨也最怕的就是打针了，更何况他还拿着这么长一根针，她看了差点没昏倒。,她这辈子最恨也最怕的就是打针了，更何况他还拿着这么长一根针，她看了差点昏倒。
1,＂…何姐……＂再度看见仙界的人，弄情差点没有流下感动的眼泪。,＂…何姐……＂再度看见仙界的人，弄情差点流下感动的眼泪。
1,＂千烨差点没气吞过去！,＂千烨差点气吞过去！
1,＂千烨差点没昏倒。,＂千烨差点昏倒。
1,”圭司差点没跌进海里。,”圭司差点跌进海里。
1,”李慕唐忍不住，大笑特笑，差点没连椅子一起翻到地上去。,”李慕唐忍不住，大笑特笑，差点连椅子一起翻到地上去。
1,高伟总算是能言善道的男生了吧，给那个孩子的妈妈气得差点没昏倒！,高伟总算是能言善道的男生了吧，给那个孩子的妈妈气得差点昏倒！
1,吐出一口长气：“呕得我差点没吐血！,吐出一口长气：“呕得我差点吐血！
1,”云飞一口气憋在胸口，差点没晕倒。,”云飞一口气憋在胸口，差点晕倒。
1,就在宏达差点没捋起衣袖的时候，他终于及时回过头去，随着队伍渐行渐远。,就在宏达差点捋起衣袖的时候，他终于及时回过头去，随着队伍渐行渐远。
1,但，那肿胀的手指实在不听使唤，一壶酒差点没掉到地下去。,但，那肿胀的手指实在不听使唤，一壶酒差点掉到地下去。
1,”母亲这一惊，真非同小可，差点没有晕倒。,”母亲这一惊，真非同小可，差点晕倒。
1,母亲吓得大叫一声，差点没有当场晕倒。,母亲吓得大叫一声，差点当场晕倒。
1,简直是欺人太甚了……欺人太甚了……”她气得一口气提不上来，差点没有厥过去。,简直是欺人太甚了……欺人太甚了……”她气得一口气提不上来，差点厥过去。
1,”绍文跳得老高，差点没有摔到花车下面去。,”绍文跳得老高，差点摔到花车下面去。
1,最后，证实骨头没断，只是脱了臼，经过推拿医生一番强制接骨，世纬差点没痛晕过去。,最后，证实骨头没断，只是脱了臼，经过推拿医生一番强制接骨，世纬差点痛晕过去。
1,”“一到华盖，就听到你右大护法不干了的消息，吓得我差点没摔倒在地，”飞扬的唇边始终挂着一丝嘲弄的笑容说，“没有问清楚来龙去脉，你想我会出来找你吗？,”“一到华盖，就听到你右大护法不干了的消息，吓得我差点摔倒在地，”飞扬的唇边始终挂着一丝嘲弄的笑容说，“没有问清楚来龙去脉，你想我会出来找你吗？
1,当他准备撞门进去时，这才发现，房门根本没有锁上，他才轻轻一转，房门便应声而开……当他一眼瞧见房门里的情景，差点没呆楞住。,当他准备撞门进去时，这才发现，房门根本没有锁上，他才轻轻一转，房门便应声而开……当他一眼瞧见房门里的情景，差点呆楞住。
1,”他差点没从椅子上挑起。,”他差点从椅子上挑起。
1,”见她如此冷静，廖筱薇差点没疯掉。,”见她如此冷静，廖筱薇差点疯掉。
1,”无仇瞧见她两眼冒烟却又忍耐住怒气的滑稽模样，差点没笑出声来。,”无仇瞧见她两眼冒烟却又忍耐住怒气的滑稽模样，差点笑出声来。
1,气闷的脑袋才刚下了决定，两声大大的喇叭声差点没震破她的耳朵。,气闷的脑袋才刚下了决定，两声大大的喇叭声差点震破她的耳朵。
1,”他假装镇定，内心差点没昏倒。,”他假装镇定，内心差点昏倒。
1,一抬头，她的心一惊，差点没跌坐在地上。,一抬头，她的心一惊，差点跌坐在地上。
1,她望著白荷那挂著泪痕的苍幽容颜，差点没痛哭出来。,她望著白荷那挂著泪痕的苍幽容颜，差点痛哭出来。
1,”右樨一听到她这番话，差点没翻脸。,”右樨一听到她这番话，差点翻脸。
1,右樨的情况差不多，她一听到警方不许任何人接近你，差点没发飙，还威胁我若是不想办法让她来看你，就要和我一刀两断。,右樨的情况差不多，她一听到警方不许任何人接近你，差点发飙，还威胁我若是不想办法让她来看你，就要和我一刀两断。
1,一见到木门半敞开着，他的一颗心差点儿没跳出来。,一见到木门半敞开着，他的一颗心差点儿跳出来。
1,”她差点没低吼出来。,”她差点低吼出来。
1,可是当她再把目光看到另一边时，差点没笑出声。,可是当她再把目光看到另一边时，差点笑出声。
1,”我差点没问他：“你当时参加了杀人没有？,”我差点问他：“你当时参加了杀人没有？
1,葛雪贞则差点没喷饭！,葛雪贞则差点喷饭！
1,”杨朝翔在征求师父同意后，隔目中午即到红绡房内向她求在门外窃听的段逸轩听了差点没抡起拳头揍人，杨朝翔好大的胆子，居然敢向他的女人求婚！,”杨朝翔在征求师父同意后，隔目中午即到红绡房内向她求在门外窃听的段逸轩听了差点抡起拳头揍人，杨朝翔好大的胆子，居然敢向他的女人求婚！
1,听见她想帮他上药，易幻生差点没狂笑出声，她以为施以小小恩惠就能博得他的感激吗？,听见她想帮他上药，易幻生差点狂笑出声，她以为施以小小恩惠就能博得他的感激吗？
1,秦月嫦提起往事让快乐气得差点没跳脚，原本要发飙的她感受到鸿毅给她的支持，马上让情绪镇定下来。,秦月嫦提起往事让快乐气得差点跳脚，原本要发飙的她感受到鸿毅给她的支持，马上让情绪镇定下来。
1,”众人差点没昏倒在地，“小朋友！,”众人差点昏倒在地，“小朋友！
1,”念奴差点没拍桌大喊。,”念奴差点拍桌大喊。
1,我对这方面的故事特别有兴趣，有一阵子镇日躲在中央图书馆里啃古书，差点没变成书虫！,我对这方面的故事特别有兴趣，有一阵子镇日躲在中央图书馆里啃古书，差点变成书虫！
1,几天前港口边找到一具男尸，凯罗立刻疯了似地跑去看，等到确定不是葛无忧和崇焕然的时候，她还差点没当场感谢天地。,几天前港口边找到一具男尸，凯罗立刻疯了似地跑去看，等到确定不是葛无忧和崇焕然的时候，她还差点当场感谢天地。
1,他不相信的用力掐自己一把，差点没痛呼出声。,他不相信的用力掐自己一把，差点痛呼出声。
1,”小喜一听，差点没晕过去！,”小喜一听，差点晕过去！
1,李大娘一看见宋沐荞差点没昏倒，她出现只会使事情更糟，想叫宋沐荞退到一边，她却不予理会。,李大娘一看见宋沐荞差点昏倒，她出现只会使事情更糟，想叫宋沐荞退到一边，她却不予理会。
1,杜立风差点没昏过去。,杜立风差点昏过去。
1,”他差点没有口吐白沫，这两支加起来将近一千西西的东西打进他的体内他还走得出这间诊所吗？,”他差点口吐白沫，这两支加起来将近一千西西的东西打进他的体内他还走得出这间诊所吗？
1,“白老爷子，你说，这展靖白是不是有些过分，这有情无情也不说个清楚分明，浮在那故弄玄虚，吊人胃口，急得我差点没抡着一双小拳头，去找他理论，骂他个三天三夜！,“白老爷子，你说，这展靖白是不是有些过分，这有情无情也不说个清楚分明，浮在那故弄玄虚，吊人胃口，急得我差点抡着一双小拳头，去找他理论，骂他个三天三夜！
1,林森列了一串既严且苛的条件，差点没叫人画张像在大街小巷，以寻找合适的产品代言人。,林森列了一串既严且苛的条件，差点叫人画张像在大街小巷，以寻找合适的产品代言人。
1,邱柏超对他大哥长大哥短的，差点没感激涕零，他也答应他了，却自私的希望雪儿会断然拒绝。,邱柏超对他大哥长大哥短的，差点感激涕零，他也答应他了，却自私的希望雪儿会断然拒绝。
1,”雪儿翻个白眼，差点没气昏过去。,”雪儿翻个白眼，差点气昏过去。
1,＂官采丹平日柔媚的形象不定存在，她叉起腰来，怒瞪着闯进她潇湘楼的众人，眼珠子差点没飞出来当暗器使用。,＂官采丹平日柔媚的形象不定存在，她叉起腰来，怒瞪着闯进她潇湘楼的众人，眼珠子差点飞出来当暗器使用。
1,＂宋婕被他的眼神看得差点没钻进雪地里把自己深深藏起，感到羞不可抑。,＂宋婕被他的眼神看得差点钻进雪地里把自己深深藏起，感到羞不可抑。
1,她睁开眼看见一桌子的食物，舌头差点没打结。,她睁开眼看见一桌子的食物，舌头差点打结。
1,花心俱乐部的成员闻言你看看我我看看你，都不知道郭熙葫芦里究竟卖的是什么药，不过他们并没有迷惑太久，当一个个被介绍到评审席就座的评审们都就定位之后，他们终于知道自己花了一大笔冤枉钱，却半句话也不敢吭，闷得差点没大吼。,花心俱乐部的成员闻言你看看我我看看你，都不知道郭熙葫芦里究竟卖的是什么药，不过他们并没有迷惑太久，当一个个被介绍到评审席就座的评审们都就定位之后，他们终于知道自己花了一大笔冤枉钱，却半句话也不敢吭，闷得差点大吼。
1,”花小同屁股朝天，眼睛差点没瞪成斗鸡眼。,”花小同屁股朝天，眼睛差点瞪成斗鸡眼。
1,滕冲之的嘴张得好大，下巴差点没掉到地上。,滕冲之的嘴张得好大，下巴差点掉到地上。
1,”红子与理原差点没跌破眼镜。,”红子与理原差点跌破眼镜。
1,他朝我＂嘿＂了一声，我惊得差点没跳起来。,他朝我＂嘿＂了一声，我惊得差点跳起来。
1,＂我差点没轰笑出来，什麽奇怪的论调？,＂我差点轰笑出来，什麽奇怪的论调？
1,每次南宫隼一出场，他就是这副差点没屁滚尿流的样子开溜。,每次南宫隼一出场，他就是这副差点屁滚尿流的样子开溜。
1,曹子婕差点没捧腹大笑，他的形容词可真绝。,曹子婕差点捧腹大笑，他的形容词可真绝。
1,”他瞄着细细的剑身，差点没头昏眼花。,”他瞄着细细的剑身，差点头昏眼花。
1,范舒荷拚命的点头，用力之大，差点没扭到脖子。,范舒荷拚命的点头，用力之大，差点扭到脖子。
1,”解开衣服，看到卓航身上大大小小的刀伤，谭茵差点没昏倒。,”解开衣服，看到卓航身上大大小小的刀伤，谭茵差点昏倒。
1,”范舒荷一听，高兴得差点没跳起来抱著他亲。,”范舒荷一听，高兴得差点跳起来抱著他亲。
1,老妈急著抱孙，整天叫我想办法，逼得我差点没发疯。,老妈急著抱孙，整天叫我想办法，逼得我差点发疯。
1,”范舒荷的眼珠子差点没蹦出来。,”范舒荷的眼珠子差点蹦出来。
1,“雨”感激得差点没涕泪纵下，要不是会议室里实在太多人了，他真想大方的赐给他们每人一个响亮、啧啧有声的“ㄅ”，以示内心满怀的感激。,“雨”感激得差点涕泪纵下，要不是会议室里实在太多人了，他真想大方的赐给他们每人一个响亮、啧啧有声的“ㄅ”，以示内心满怀的感激。
1,”阙尚风听得差点没吐血，“等等！,”阙尚风听得差点吐血，“等等！
1,”小舞拉开门，闻言差点没咬到舌头，“小梅，这个名词又是你发明的？,”小舞拉开门，闻言差点咬到舌头，“小梅，这个名词又是你发明的？
1,”她的眼珠子差点没凸出来。,”她的眼珠子差点凸出来。
1,”钱老爷气得差点没吐血，丢下这句话便转身离去，免得亲手掐死钱卫然这个兔崽子。,”钱老爷气得差点吐血，丢下这句话便转身离去，免得亲手掐死钱卫然这个兔崽子。
1,钱雅蓉差点没动手杀人。,钱雅蓉差点动手杀人。
1,要不是舍不得离开她，刚刚听她讲完阿溏那小子的恶行，他差一点没直冲到江家去扁人。,要不是舍不得离开她，刚刚听她讲完阿溏那小子的恶行，他差一点直冲到江家去扁人。
1,差点没将尹红豆给挤跌在床上。,差点将尹红豆给挤跌在床上。
1,管星野差点没昏倒，结结巴巴地追问道：“你……你……刚……刚……是……是……在……在……说……说‘Ｍｒ．Ｍｅｎｔｏ吧！,管星野差点昏倒，结结巴巴地追问道：“你……你……刚……刚……是……是……在……在……说……说‘Ｍｒ．Ｍｅｎｔｏ吧！
1,”吃痛的麦肯连恩连忙抽开被咬的手臂，而另一只抓住她头发的手则死命地加大力道，像是想把她的头发一把扯下似的，痛得乔若的眼泪差点儿没掉下来。,”吃痛的麦肯连恩连忙抽开被咬的手臂，而另一只抓住她头发的手则死命地加大力道，像是想把她的头发一把扯下似的，痛得乔若的眼泪差点儿掉下来。
1,屈之介的大笑声追在她的身后，差点没吓坏杵在一旁等着宠幸的林秘书。,屈之介的大笑声追在她的身后，差点吓坏杵在一旁等着宠幸的林秘书。
1,”长翘的睫毛跟着动了动，差点没动出他的毛手毛脚来。,”长翘的睫毛跟着动了动，差点动出他的毛手毛脚来。
1,一踏人前院便看见心爱的紫檀木桌椅的尸体，差点没有当场跪地落泪。,一踏人前院便看见心爱的紫檀木桌椅的尸体，差点当场跪地落泪。
1,”少允故意用不屑的目先扫过语兰的身体，差点没教她火冒三丈。,”少允故意用不屑的目先扫过语兰的身体，差点教她火冒三丈。
1,她盼了好久，就是盼着这两个亭亭玉立的女儿早日有男朋友，乍然听到子蔷在谈恋爱，差点没兴奋得昏倒。,她盼了好久，就是盼着这两个亭亭玉立的女儿早日有男朋友，乍然听到子蔷在谈恋爱，差点兴奋得昏倒。
1,”“你……”尉赫哲差点没有朝盛子蔷的耳朵大吼。,”“你……”尉赫哲差点朝盛子蔷的耳朵大吼。
1,＂董月菱差点没起立的鼓掌。,＂董月菱差点起立的鼓掌。
1,”大宝抓紧托盘，差点没糕饼、热茶满天飞。,”大宝抓紧托盘，差点糕饼、热茶满天飞。
1,”穿桃红色的丫鬟差点没口吐白沫，当场给她昏死过去，“你——”真是会被她给气死，“二少爷同尹红姑娘成亲那天，你还特地从钱庄那赶回来喝喜酒的，你竟然给忘了？,”穿桃红色的丫鬟差点口吐白沫，当场给她昏死过去，“你——”真是会被她给气死，“二少爷同尹红姑娘成亲那天，你还特地从钱庄那赶回来喝喜酒的，你竟然给忘了？
1,胡莲衣听了差点没昏倒。,胡莲衣听了差点昏倒。
1,若若闻言，差点没气晕，伸手夺过他手里的酒碗。,若若闻言，差点气晕，伸手夺过他手里的酒碗。
1,紫仙亦凑过来看，却差点没晕倒。,紫仙亦凑过来看，却差点晕倒。
1,茶铺子的茶郎跷着二郎腿坐在板凳上打蚊子、赶苍蝇，一阵暖风徐徐吹来，差点没舒服的合起眼皮。,茶铺子的茶郎跷着二郎腿坐在板凳上打蚊子、赶苍蝇，一阵暖风徐徐吹来，差点舒服的合起眼皮。
1,＂猛然瞧见少妇怀里的小娃儿，他惊讶得差点没跳起来。,＂猛然瞧见少妇怀里的小娃儿，他惊讶得差点跳起来。
1,书僮大雁一听，差点没说：老茶郎＂卖瓜＂，公子还帮他卖。,书僮大雁一听，差点说：老茶郎＂卖瓜＂，公子还帮他卖。
1,那野兔在惊觉自己闯进了什么地方后，差点没吓晕过去。,那野兔在惊觉自己闯进了什么地方后，差点吓晕过去。
1,被禁足近半个月的寒梅此刻宛如脱缰的野马，呼吸着瞪违十余日的自由空气，让她高兴的差点没将小船撑歪，与河道上往来的船只擦撞，幸亏她反应快，急忙将船撑正，否则难保自己不会被撞下船，掉进河道里。,被禁足近半个月的寒梅此刻宛如脱缰的野马，呼吸着瞪违十余日的自由空气，让她高兴的差点将小船撑歪，与河道上往来的船只擦撞，幸亏她反应快，急忙将船撑正，否则难保自己不会被撞下船，掉进河道里。
1,前些日子他辞官归来，媒人婆差点没踏破周家门槛，不久之后就传出他要娶妻的消息，却不知新娘是哪一家的闺女。,前些日子他辞官归来，媒人婆差点踏破周家门槛，不久之后就传出他要娶妻的消息，却不知新娘是哪一家的闺女。
1,”身边突然传出这一句，我差点没跳起来。,”身边突然传出这一句，我差点跳起来。
1,此时哪管得了几乎要吵成一堆的伙伴，我和倪樵互瞪着，差点没瞪出斗鸡眼。,此时哪管得了几乎要吵成一堆的伙伴，我和倪樵互瞪着，差点瞪出斗鸡眼。
1,我往下一瞧，差点没傻眼，一堆女生拿着竹扫帚，活像女人国的战士，与凶神恶煞般的教官围站在围墙下。,我往下一瞧，差点傻眼，一堆女生拿着竹扫帚，活像女人国的战士，与凶神恶煞般的教官围站在围墙下。
1,”我差点没对她吼。,”我差点对她吼。
1,“秋樱……”我激动的差点没跳起来，几乎忘了我现在是在一家餐厅里和徵信社的人会面。,“秋樱……”我激动的差点跳起来，几乎忘了我现在是在一家餐厅里和徵信社的人会面。
1,何兰香差点没昏倒，而身后的许小姐更是睁着一双明眸，不敢置信地看着滔滔不绝的施夷光。,何兰香差点昏倒，而身后的许小姐更是睁着一双明眸，不敢置信地看着滔滔不绝的施夷光。
1,”施夷光差点没气得跳脚，这个傻妹妹在说什么傻话！,”施夷光差点气得跳脚，这个傻妹妹在说什么傻话！
1,助理小姐差点没吓呆，总经理的神色好可怕。,助理小姐差点吓呆，总经理的神色好可怕。
1,正好空着，他和同学骑单车旅行环岛一周，可把庭于羡慕死了，差点没和斯卫闹翻天，後来听妈妈说黎梦怀孕了，才改变态度，现在都在家里帮着带斯翟，减轻黎梦怀孕初期的不适。,正好空着，他和同学骑单车旅行环岛一周，可把庭于羡慕死了，差点和斯卫闹翻天，後来听妈妈说黎梦怀孕了，才改变态度，现在都在家里帮着带斯翟，减轻黎梦怀孕初期的不适。
1,」她差点没尖叫，瞪着他光裸的上半身。,」她差点尖叫，瞪着他光裸的上半身。
1,可恩转过脸面向她时，她差点没尖叫，她怎会忘记这张脸？,可恩转过脸面向她时，她差点尖叫，她怎会忘记这张脸？
1,成婕只觉妒火中烧，熊熊的火舌差点没喷出眼眶。,成婕只觉妒火中烧，熊熊的火舌差点喷出眼眶。
1,宋青翎紧张地盯着她看，过了好一阵子，总机小姐朝来青翎眨眨眼，比了个长的手势，令宋青翎松口气之宋差点没高兴地跳起来。,宋青翎紧张地盯着她看，过了好一阵子，总机小姐朝来青翎眨眨眼，比了个长的手势，令宋青翎松口气之宋差点高兴地跳起来。
1,”他差点没气疯。,”他差点气疯。
1,☆☆☆总裁办公室的门毫无预警地被打开，正在总裁办公室内开讨论会的幕僚人员迅速停口，讶异的视线全集中到门口处，当他们瞧清来人时，瞪大的眼睛差点没凸出来。,☆☆☆总裁办公室的门毫无预警地被打开，正在总裁办公室内开讨论会的幕僚人员迅速停口，讶异的视线全集中到门口处，当他们瞧清来人时，瞪大的眼睛差点凸出来。
1,”阎老夫人一颗心差点没跳出来。,”阎老夫人一颗心差点跳出来。
1,”我感动得泪差点没掉下来。,”我感动得泪差点掉下来。
1,牧风儿看傻了，望着数也数不清的肚兜，他的眼睛差点没凸出来。,牧风儿看傻了，望着数也数不清的肚兜，他的眼睛差点凸出来。
1,”依丽差点没作呕，“我曾听过有一种人脸皮厚得子弹也打不过，一直没机会见识，今天可真是感谢你让我开眼界了。,”依丽差点作呕，“我曾听过有一种人脸皮厚得子弹也打不过，一直没机会见识，今天可真是感谢你让我开眼界了。
1,抬起头，目中的寒光扫射向赫玫，差点没将她冻成冰棒。,抬起头，目中的寒光扫射向赫玫，差点将她冻成冰棒。
1,他这一举动差点没教殷红和玫笑破肚皮！,他这一举动差点教殷红和玫笑破肚皮！
