sentence,label
这天早上，他喂了阿兰一碗抄手，又想起这个陈云鹏来，心中好气恼。金教授恰在这时来检查阿兰拆线前的恢复情况，看他这副样子便问：“你是不是有什么不舒服？,1
比如网上广播，左等右等好容易有了声音，没说几句就卡了壳，你得有好脾气才能等它一段一段播下去。,0
这四条狼好不凶狠，玲儿走了单，去的人又有两个为狼所伤，等到看见有狼追他，相隔已远，如非老弟，怎能活命？,1
”众人一阵哄笑，后院之中，立刻又是风声，又是雷鸣，好不热闹。雷扎而道：“今次，真的是开心！,1
只见许多小摊摆在市政厅外的广场上，有卖甜饼、红酒和各种圣诞礼物的，也有卖衣服家具的，熙熙攘攘，好热闹。我们突然发现，刚才见过面的第一副市长也摆个摊在那儿卖甜饼哪。,1
”甜甜好开心，连上了年纪的长辈也称赞她。,1
克利斯朵夫好痛心的眼看着书籍，床，家具，音乐家的肖像，一件—件的给拿走。,1
大街小巷之上，摆放着大大小小的摊子，行人熙来攘往，左右穿插，好不热闹。就在镇内一家著名客店中，一名相貌不凡的白衣青年正凭栏独坐，一面细意品尝案上的美味菜肴，一面把盏沉思。,1
好不容易打开盒子，里边还有两层泡沫、几张废报纸，扒开才隐约看到被塑料胶条缠得依然看不清瓶身的红酒。,0
美国流行歌手安迪·威廉姆斯因声带问题而被迫取消了原定于11～12月的演出，使许多歌迷好扫兴。据调查，约有500万美国人被声带疾病所累。,1
而雪虎趴在一旁打瞌睡，偶尔睁眼瞄着柱底忙碌的蚂蚁，好安静。飞龙们齐聚，少不了品尝皇宫大内御厨的甜点手艺，糕饼果冻、佳酿琼液任君选择。,1
”蓝雨萍迷惑地眨了眨眼，得不到回答，只得转身跑向教室，第一堂课就是导师陈姝婷的英文课，当她一进教室，除了陈姝婷瞪了她一眼，所有的学生也都转过头来看着她，让她好不自在，只得尽快坐到自己的位子上。,0
风止之后，一阵大雨毫无预兆地落下，敲在砖瓦上，泛起一阵雨雾，磅磁的气势好惊人。那个莫夫人！,1
好容易挖下一米多深，却遇到了水层。,0
黑店的所有成员们淡看了他一眼，而后皆摸摸鼻子，有默契地一同漠视他的哀号，让靳旋玑独自窝在墙角好伤心。“老板，北堂傲他们的菜单呢？,1
”于是经理一进一退下起棋来，重复多个回合，笔者好不心焦。只听一声“哗”的欢呼，跳跳棋大战终于收场，经理大获全胜。,1
好容易盼到春节，忙碌了一年的人们怀着团圆的渴望踏上返乡路，让我们共同努力使“安全”成为每个人返乡路上的主旋律，莫让劫难再上演。,0
”“啊，”诺芹好失望。反而是涤涤笑起来，“我只得星期天才有空。,1
在这些美国式的宽阔马路上，有轨电车、人力车、大客车来回穿梭，好不热闹。这时已是午后时分，时间还早。,1
好不容易挤进去，最后一个专门委员会——华侨委员会人选名单已经念毕，彭冲问道：“代表们有什么意见？,0
远远望去，人声鼎沸，好热闹。但进去一看，市场喧闹却有序，商品琳琅满目却摆放井井有条。,1
四、肠胃弱者：腊味属精致食物不容易消化，加上很多腊味都是露天贩售，易积尘，天气不好容易发霉，如果没有洗净就烹调，易引起肠胃不适，如果肠胃不好影响更大。,1
再以笔者所在的杭州为例，8月8日，上榜“2005全国晚报都市类报纸报竞争力20强”的《都市快报》首先出招：在三列分割式的头版上，左列整列刊出报道《都市快报排名第八领衔浙江》，并辅以末版双喜字作底的整版庆祝广告，列出112家祝贺单位，好风光。在去年的这一排行榜中，《都市快报》排在第12位，列于同省《钱江晚报》、《宁波晚报》之后。,1
■记者徐亢美报道本报讯从正月初一到初七，本市各大型超市开出的购物免费班车好不热闹。不花分文交通费，走亲访友去拜年，连带购物和逛街。,1
我们在阅览室里，凭着各自的喜好，任意挑选着读物，好不惬意。我喜欢浏览的报刊有《人民日报》、《中国青年报》、《工人日报》、《读书》、《读者》、《新华文摘》、《世界知识》一类。,1
结果被宪兵抓去，罚跪挨打，险些送了命，好容易才放了出来。,0
”“各位专家学者，感谢大家光临……”研讨会好不容易开锣。,0
“文革”期间，这座藏“怪”之楼更是在劫难逃，上层的木构建筑彻底被毁，残留的石砌底座幸存了下来（捣毁的好汉们大概以为这样“衢怪”便无以蔽身了），它包括东、南、西、北四道互通的拱门，犹如艾菲尔铁塔底坐落在市中心的天宁寺是古城最高的建筑，四层中空木结构，飞檐翘角，好壮观，它是衢州佛教文化的象征。,1
”组织起来学习毛主席著作一位南斯拉夫青年学生说，他好容易得到一本《毛主席语录》，没过几天又被他的朋友要去了。,0
於是耶稣先生的八福又多了一福，曰：「有权给人官做的有福啦」，撒下了大圈圈小圈圈，黄圈圈紫圈圈，自己高坐在上，看那些举业朋友，以头撞之者有之，以屁股顶之者有之，以钢钻钻洞者有之，以忠贞学挖窟窿者有之，以听话学巩固地盘者有之，热闹哄哄，好过瘾。上一页返回下一页人才作者：柏扬社会上嚷嚷得最厉害，连耳朵都震聋的一句话是：「没有人才」，也难怪有此嚷嚷，多少年来，无论大事小事，几乎没有一件事不窝窝囊囊，丢人砸锅。,1
浓馥的兰花香气，好迷人，岭南温家的迷香，委实有它的奇妙之处，闻久了也一点都不呛喉，让你有如入芝兰之室的感受，如果没有温老二这颗“解迷丹”，两人真会在不知不觉中沉醉过去。,1
好容易从一位八十多岁的老人那里，打听到有个卖盆的老头，人们叫他盆贾，可是老人说，这家人已经绝户了。,0
”愈想愈难过，愈说愈心疼，哭得好凄惨。那两个不成材和不学无术的只能在旁干瞪眼，不敢吭声。,1
姜振卿今年五十岁，他十四岁从山东逃荒到天津学裁缝，好不容易熬到出师，还是东家进，西家出，吃不饱，穿不暖，连一个铺盖卷也没有。,0
送儿子踏进大学的第一天，在勾起老张学生时代美好回忆的同时，他也没有停歇，和妻子、儿子一起“全家总动员”起来：办理入学手续、打扫房间铺位、购买日用品……好不忙碌。晚上休息时，一家人便围坐在小张的床位边聊天。,1
他们好容易才挤到屋里去。,0
整个市场，壮语、粤语、越语交汇，讨价还价，人声嘈杂，好不热闹。“中越边贸出现这样火红的态势，却是我们始料不到的。,1
“我们成百上千的业务员在全国各地奔波，好容易做成一单业务，开增值税发票时，还得为发票的真假纠结。,0
当我们急急忙忙赶到附近的一家超级商场欲买油炸春卷时，不巧货早就卖完了，令人好遗憾。抱着一线希望找到营业员问她是否还会再加工，她答说一天就只加工一次。,1
还是一位胖姑娘机灵，只见她从她的篮底抓一把洁白洁白的鹅卵石，塞进演员姑娘们的手里，一边说：“你们好容易捡的，又难得来咱们小岛一次，一定要带回去留个纪念！,0
这个好不容易脱贫的农户再度陷入贫困的境地。,0
一些生产厂家本来就被资金和原材料困扰，好不容易上了节水器具产品，结果，销路不畅，谁还愿意生产呢？,0
在画展上，上海美协副主席朱国荣对十几年前北京、上海曾举办过的大型人体画展记忆犹新，他说，那时候参观者人头攒动，好热闹。如今，人体画册、人体摄影集到处可见，举办人体画展是否还有过去的轰动效应？,1
此外，少数同学是因为平时没有一个发挥才干、显露才华的机会和场所，这次好容易抓住这么一个表现自我的机会，当然不会轻易放弃。,0
他们谁都不说话，沉闷得令广利好尴尬。天色还没黑下来，可破屋子里连个窗子都没有，实在透过不气来。,1
在商业城，只见这里的服装款式新颖、华丽，“苹果”、“鳄鱼”等名牌服装荟萃于此，好气派。一位女顾客说，现在许多人是根据自己的年龄、身材、爱好去选择服装，这样才能穿出自己的特色来。,1
可见好不容易靠借债得来的钱，实际到手的却只有一半多一点。,0
皮果提先生见了我们两人好不得意，好开心，简直不知说什么好，也不知做什么好，只是一次又一次地和我握手，然后又和斯梯福兹握手，然后把他一头乱蓬蓬的头发揉得更乱，然后那么高兴和得意地大笑。,1
一天晚上，朱怀贵手提着礼品，好容易找到那个专业户的家。,0
时下正逢年终岁暮，各种“达标热”、“送礼热”，有增无减，好热闹。而且竞相攀比，愈演愈烈，结果是肥了个人，损了国家。,1
他们感到：过去好容易把全乡的互助合作组织摆弄得“很整齐”，一旦让群众完全自愿，岂不就“走了样”，丢了“模范乡”的荣誉？,0
”她笑得好灿烂，小手勾抱住他的颈项。,1
”在车上，小李绘声绘色地讲了一个桂林人家喻户晓的故事：一次，市长乘车外出，急于方便一下，好容易找到一个收费厕所，一掏口袋，身无分文，便说：“我是市长，没带钱，请行个方便。,0
金战士好容易拉出来那块布片，啊！,0
”“好不懂事的孩子。中年美妇瞪了一眼。,0
13年前，20岁出头的他生平头一回穿上警服，好不神气。他的第一个岗位是漳州110，这一干就是7年。,1
她一手支着粉嫩的腮帮子，另一只手敲他的头一下，惹得他笑得好不开心。一旁的李嬷嬷也被感染了笑容，而她也发现到连浚脸上的笑容，是她很久都没看过的纯真笑容。,1
中国电工厂清查出两台电动机，是供销人员好不容易采购来的重要设备。,0
”惹得隔壁名字也叫二妞的姑娘听了好不高兴。山和人一样，人过上好日子，“头上光光，像个新郎”，山也就打扮起来。,1
一时间，英国政坛沸沸扬扬，好热闹。当时正在意大利参加七国首脑会议的梅杰为平息事端，立即下令在国会调查清楚前，停止两人的秘书职务。,1
一位满头白发的老汉好不容易从人群中挤出来，手里拿着一本《茶叶种植技术指导》。,0
瞧吧，优哉游哉的男人们，跷着二郎腿，在烟馆里一坐就是半天，边聊天，边喝茶，好不自在。这几乎成了阿拉伯男子传统的休闲方式。,1
生意一时间做得风风火火，好兴旺……故事因为年代的久远，留给我们许多想象的空间。,1
好不容易说服自己下决心来这里看一看，又刚好赶上没有中国队选手比赛的日子，便没对此行抱有太多希望。,0
却将镜子里看处，那魔王生得好凶恶：眼似琉璃盏，头若炼炒缸。,1
我向来子眨眨眼，微微一笑，把打火机喀嚓喀嚓连打十几下，通红的火苗儿好不鲜活,1
争“光”（图片）争“光”　迟景德“比赛”“比赛”（真实的故事）苏联　弗·沙里可夫一个美国失业工人涅得·布列斯特在一个傍晚好不容易地来到了龙戈比奇。,0
一个冬夜，阎成米上完课护送扫盲班学生小段回家，走在半路，只听“喀嚓”一声，师生俩同时掉进一个冰窟窿里，阎成米奋力把小段推到冰上，自己好不容易才爬了上来。,0
”两人眼波流动，随即咧嘴大笑，好不开心哪！,1
”听见人们这样热切的赞许，王师傅心里格外高兴，脸上满是笑纹，向人们说：“今年俺社里事儿多些，好不容易腾下空儿呢！,0
“以前甭管去哪儿玩，还没下高速就感到客流拥堵，好容易到了景区也是人挤人。,0
他看云、看彩霞满天，好不惬意。此刻，时近黄昏，独孤吹云例行的“工作”就是陪黄蝶散步去。,1
1993年6月，我为主持家父丧事，好不容易回到离别45年的家乡。,0
”文静一旦火大，骂起人来可是没天没地的好吓人。“文静其实很少开骂的，若是得罪文静本人，她还不会如此臭骂人，但若是得罪了家璐或昭蓉，文静铁定会站出来破口大骂；甚至动手修理不法之人。,1
福州港的野蛮装卸给国家造成的损失，令人好不痛心！而晋江县东石搬运社去年装卸货物四百多万件无差错，今年上半年又装卸货物十多万吨无损坏。,1
“莎伦已从学校毕业，现在无拘无束，好开心，就象笼中的鸟又回到了自然，”她说，“我让她带桑到库尔华达各处看看，她按我的吩咐去做了。,1
好容易等到这个日子，老板却说账上没钱，支票不能兑现。,0
”近日，“爱立信倒戈事件”的报道频频见诸报端，一时间沸沸扬扬，好不热闹！我们姑且假定确有其事，那么这起事件至少有三点是需要引起注意的。,1
（一月十七日《信息大观报》立军文夏天摘）论堆吆喝（图片）论堆吆喝（某种出版现象）（一月二十六日《羊城晚报》华君武画）秋云现象告诉我们什么《中国青年报》开展“秋云现象讨论”秋云现象告诉我们什么《中国青年报》开展“秋云现象讨论”秋云，湖北省武汉市的女孩子，眼睛近于失明，历经生活坎坷，她将自己打工好容易挣来的1万元钱拿出来创办了3839513倾心热线。,0
好容易解放了，当了主人了，吃上大米白面了，美国鬼子又想来了，我们要坚决地制止，决不能让他来。,0
好不容易找到你，帮帮忙吧。,0
她思前想后，好不容易熬过三天，进入正月初四。,0
小公寓看上去特别温馨舒适，朝南的窗子半开，阳光暖洋洋照进来。之洋讶异，“好不整洁，”转头看着男友，“是你雪中送炭？”,1
“人的生命好不奇妙，”侨生感慨，“灵魂与肉体合一的时候，我们会说会笑，四处走动，甚至发明创作，精魂一出窍，躯壳一无用处。,1
以后，由于对两岸的经贸往来太热心了，曾一度受到台湾有关当局的严厉制裁，甚至连银行帐号都被冻结了，好不容易挣扎到今年，企业才死里逃生。,0
在那万恶的旧社会，甘登矩十多岁就开始给资本家当“车夫”，风里来，雨里去，挨冻受饿，累死累活，好容易才盼到解放，翻身当了主人。,0
“都是你啦……呜……只要见到你我就倒霉……不是被当成妓女就是被门板打到……到现在……呜……又跌落水里……都是你害的……呜……”她哭得抽抽噎噎，双肩颤动，好凄惨。此时，夕阳的余晖下，叠翠的山峦已为霞光所罩，涛涛江水映灿，归巢的鸟啼声不住的从两岸传来，处处显出宏伟的山川之景，还有一道又一道的哭号声伴着楼船行进。,1
此刻，四街道上斗笠、飞燕、马嘶声混杂在一起，好不热闹。城太郎回过头，看见武藏还站在原地看他。,1
”博士忽然歇斯底里地笑得弯下腰，“孝文，你妙语连篇，好可爱。”说来说去，这是一门不能见光的行业。,1
”欧阳极回过头来，笑得好开心。“发情酵素？,1
因为好不容易找到他，所以我很高兴，远远就叫他了。,0
我说：“前些日子，看套纪录片，好不可怕，是生产实录，生孩子可以用血肉横飞四个字形容，你倒是有这种勇气，来，让我看看尊肚，情况如何。,1
”同志们好不容易找到他，抬回猫耳洞。,0
好不容易考够了分数，却还得过庞宏冰等人设置的10万元“鬼门关”！,0
来的是一小队衙差，约十二三人，由一统带领队，大摇大摆，好威风。他们选了一户人家。,1
直至行经一个摊子，上头卖的全是各式指环，有玉石做的，有金银的，有兽骨制成的，一时间看得她眼花撩乱，好不稀奇。尤其是瞧见一只嵌了宝石的指环，那样式挺粗犷大方，倒是满适合裴穆清的，就是不知要多少个铜钱？,1
”周瑜冷哼一声道：“子敬心肠好不宽厚！刘备若乖乖献出荆州，我或许饶他一命；若加抗拒，我必杀刘备。,1
杜聪又一拧眉，冷酷近乎无礼地推开挡路的人潮，走近杜家夫妇——杜太太好不骄傲地对身旁光头的中年男子喊道：“王市长，聪文来了！,1
眼望着外面的茫茫雪野好不兴奋，出人意料地还“咴咴”叫了起来。,1
陈平在这场面中，象在惊涛骇浪里的小船，好容易绕过了一个暗礁，又遇上了另一个暗礁，终于靠着对形势估计和斗争策略的正确，克服了一个又一个的困难，度过了一个又一个的难关，直到最后的胜利。,0
我看着它一步步地朝我逼近，它像个悠闲地逛着风景的人一样，好得意地摇晃着脑袋。,1
本来嘛，好容易一个月内突击出一百多万土方工程，修好渠道，准备拉荒洗碱，偏偏水不听话，不好掌握。,0
罗昆搓搓手，哑声道，“公子方才的脸色好不吓人，公子，你老的习惯我知道，每当你有了这种脸色的时候，不是在杀人之前，便是心里极端愤恨的表露……多少年了，公子，一看见你这形容，我还禁不住白骨缝子里哆嗦……”,1
吃喝自在，日子过得好不自在！要发财，积少成多，才真容易！,1
粮食收购季节，全县干部上下都累掉了一层皮，好不容易才把粮食收上来。,0
民警们好不容易将董文彬等人抓获，可在押送途中，却遇到村民严重阻挠。,0
了几跤，弄得一身泥水，好容易才摸到病家，衣服也来不及换，就赶紧抢救病人。,0
”她笑得好不灿烂，小手勾抱住他的颈项。,1
针对上述情况，我部也曾采取一些措施，但是往往好不容易劝走一批，紧接着又来一批。,0
好不容易到了咚咚岭，这是一块平坦地块，早已聚集了先前到来的游客，他们或躺或坐，喝着水，吃着干粮，或聊着天，看得出来，他们是相当的疲惫，但很快乐。,0
”好不容易才打发走这位票贩子，又有一位穿褐色羽绒衣的30多岁的妇女走到记者面前，兜售火车票。,0
中方不理解为什么日方要把邦交正常化后好不容易建立起来的中日友好关系变成所谓的普通关系？,0
习习凉风吹过，好舒服。忽然，天空上响过一阵嘹亮的雁鸣。,1
正月初五晚上，梅地亚宾馆友谊厅里京胡月琴齐鸣，一段段西皮二簧，裹挟着一阵阵欢声笑浪，好热闹。刚成立一年的新闻界京剧俱乐部将新闻界的票友、京剧表演艺术家及文艺界的大腕聚到一起，以这种特殊的方式欢庆龙年新春。,1
过去多少年两岸好不容易达成的互信，被文字游戏破坏。,0
动了健力宝公司的女领导，健力宝好不难受，昨天凌晨单方面向皇马开炮，要求道歉，并以退出比赛威胁。,1
笔者在溪滨公园看到，独具地方特色的德化窑瓷、永春木刻等藏品琳琅满目，前来淘宝的爱好者熙熙攘攘，或捧着藏品细细鉴赏，或围着主人讨价还价，或三五成群交流研究心得……现场好不热闹。,1
美美一扭腰呵呵笑道：“小冤家你好不老实，别急成这个样子，等一下有你好受的，来帮我将红肚兜拿下，在水中怪难受的。,0
他好容易抓住了孩子，用力地拖住，带着一身泥水爬上了岸。,0
看他们相互扶持，却又走得一步一滑，好艰辛的模样，敢情竟是一对裹着小脚的娘们。,1
好不容易下了一场雪，一夜狂风，又被吹到远远的地方去了。,0
菲力头枕着白蒂的腿，躺在草地上，好不自在。,1
当时，用秦牧自己的话说：“我思量了一下，心头好不难受，黑脸儿也有点发红。,1
三人六掌轰然一声，击在地上，打得枯草横飞，地陷五尺，威力好惊人。这联手的一击，虽然未能伤到燕少玉，但老大能安然无着，三人也宽慰了不少。,1
好不容易，我们发现5号车厢开门下来两个人，便推着小孩车赶过去，请求列车员准许上车，列车员不做任何解释，硬是把门锁上了。,0
“干什么贼秃兮兮的，”我也笑，“好肉麻。”“我已把你那次拍的照片制成目录册。,1
“这样的军队好容易挨过了这三十七个月的险恶处境，他们再也没有发动战争的斗志或热情了。,0
”　　郭先生所说的就是中年危机，这种危机表现为当你的事业走上巅峰，家庭和睦美满，但健康却出现了问题；或者是经过奋斗，你终于得到同事的赞赏，得到老板的信任，但夫妻感情却出现了裂痕；还有就是你好不容易在异国他乡建立起一个幸福的家，但却无缘享受……想一想，假若生活中的你一直不以为然，当以上故事某天真的发生在你身上怎么办？,0
”撒下了大圈圈、小圈圈，黄圈圈、紫圈圈，自己高坐在上，看那些举业朋友，以头撞之者有之，以屁股顶之者有之，以钢钻钻洞者有之，以忠贞学挖窟窿者有之，以听话学巩固地盘者有之，热闹哄哄，好不过瘾。《浊世人间》穆,1
费了很大的劲，好容易才七歪八倒地插完一行，没想到风一吹，秧苗又漂起来了。,0
虽然时下正值隆冬，但当你漫步在景洪的街巷时，一股热烈、浓郁的南国风情仍会扑面而来：整洁干净的街道宽敞通达，富有傣民族特色的建筑错落有致，路旁飘香的缅桂花含笑迎人，四方游客熙熙攘攘好不热闹。,1
好容易到元月24日，我才断断续续接到报纸，而且残缺不全，1月份只收到16天的报纸。,0
到了大学好不容易熬到有学弟学妹了，以为能被叫一声‘郭哥’了，结果倒好，我成‘胖哥’了，真是一个大写的‘生无可恋’啊。,0
好容易轮到父亲坐在了医生面前，忽然从旁边插进来一个抱小孩的中年人，熟悉地和医生打着招呼，说孩子病了给检查检查。,0
”这群人小心翼翼地招呼她坐下，又送咖啡又递资料，好不殷勤。唯有林森，他面无表情地打开投影机。,1
好容易到了那棱格勒河，车又被流沙困住了。,0
有一天，白居易又到赵羽家饮酒赏景，好痛快。赵羽见白太守已有几分醉意，便说：“大人如此枉驾光临寒舍，能否再赏光为寒舍小楼题个雅号呢？,1
从此，黄伟有了自己的车，而且是军牌车，好不威风！在经过金钱、物欲的洗礼后，陈蔓菁再也不甘于藏在幕后，她彻底剥下了自己虚伪的面具。,1
这条路东一曲，西一弯，好不怪异？这样奔行了一顿饭时分，前面一座高山，矗立入云，甚是挺拔，但见一道银色匹练，从半腰直挂而下，老远就可听到洪洪水声，溪中水流，也愈见湍急。,1
通过上述措施切实改变了信贷人员浮在上面不下村、对农户实情不了解的不良状况，有力地推动了全市信贷支农服务工作的开展因地制宜改进和加强支农服务王火金近两年“银保合作”四个字出现在各类媒体上的频率相当高，大大小小的银行和保险公司纷纷牵手亮相，上至各银行总行与保险总公司之间，下到它们各自的分支机构之间，频频签署“全面业务合作协议”，一时间，“千帆竞渡，百舸争流”，好热闹。仅以中国人民保险公司为例，至２０００年末，已分别与工、、中、建四家国有商业银行及交通、民生、光大等三家银行签署了业务合作协议，２００１年上半年，又分别与华夏、浦东发展银行正式建立了业务合作关系。,1
事后想起来，这件事好古怪。堂堂一个doctor，居然会为了争东西和人打起来，而这些东西居然是些屎，shit！,1
好不容易买到的房子反而成了男人的‘眼中钉’。,0
＂这个人好不特别，好有趣。他当下说：＂来，我送你回去。,1
总结中，同学们你一言我一语，好畅快：“这节课真过瘾。,1
”再看看自己厂，有识之士毕竟少，哗起的舆论几乎全是一个调子：“咱好容易才拚出今天，就想来沾光了，没门儿！,0
奥尔梅尼奥少校带着三十五名不明就里的士兵直奔政府宫而去，不料途中为少校开车的军士得知长官带他们深夜出行的真正原因后却找机会溜掉了，弄得少校好不丧气。,1
土家的老人经常把田间劳作、头生活改编成唱词，像四川人摆“龙门阵”一般，你来我往，好不热闹！听随行的当地人说，酉阳有位鼎鼎大名的“王洛宾”，唱得山歌无数。,1
但好容易焊好了，却无法加工。,0
好容易挨上了，可主任一见是他，忙把手一摆说：“老伙计，你的问题解决不了！,0
后来好容易托人送礼孩子才上了学。,0
一次放晴，护城河上空风筝飘摇，有位相貌堂堂的退休老人好威风，白手套，花衬衫，全套米色西装，浅棕色皮鞋，慢悠悠教儿子怎样收线，老成持重俨然内阁大学士。,1
”他说的时候好温柔，笑容带着嘲弄的意味。,1
好容易铺开了这么大个摊子，为什么要卖鸡？,0
在黑暗中他和我握手，我觉得他的手就像一条鱼；然后他把临街的门打开一条缝，便钻了出去，再把门关上，把我留在暗中摸索着在屋子里走，好困难，还被他的凳子绊着摔了一跤。,1
城里好热闹，琳琅满目的东西，摆在大街左右，张志行看了这件，又顾那样。,1
好容易找到一位扳道工，才知道已是大年除夕。,0
好不容易啊！,0
萧秋水本身却单剑斗双骑，厮杀得好不灿烂！萧秋水的对手一个拿枪，一个拿鞍。,1
多少次，二院人无可奈何地目送过那些呻吟不断的疑难急重病人另找门路；多少次，当那些好不容易打听到这所医院、辗转百里携儿带女前来就诊的老农民挂着求生的眼泪扑通跪在二院人面前的时候，二院人不知一同流过多少同情而又爱莫能助的泪水……还是不平衡！,0
好容易在“华北日报”上找到了一条类似的新闻。,0
同行的同志劝他说：“侯老师，你好不容易回来一趟，连自己的家门都没进，就要走了？,0
的确，同仁医院的眼科在国内是最有名的，对于好容易有假期这样的机会看看眼睛的学生，特别是外地慕名而来的患者，选择同仁医院也是情理之中。,0
好容易盼到抗战胜利，他以为从此可以实现过去的抱负，搞大水电站了。,0
后来，好不容易请来一位内行才解了友人之愁。,0
我听到他的死讯，心里好不难过，曾经痛哭了好几场。,1
真是小老鼠吃掉一头大肥猪，气得两老好不苦恼。社员们，可别忘了两老的教训啊！,1
父子三人嘻嘻哈哈地好热闹，他对孩子的耐性，颇令罗桂香喷喷赞叹。,1
”李存孝听得好不自在，道：“我会记住的。,0
好容易搞出来了，也开始练唱了。,0
我好容易东家借，西家凑，弄来这一套，你不穿，你穿什么呀？,0
民声倡导过个“不赌年”江西宜春熊建华在一些地方，一到春节“赌风”盛行，赌资从几元到十几元不等，有的家庭甚至全家老少齐上阵，特别是有的农民工好不容易赚点钱回家过年，结果在春节几天输个精光，着实让人痛心。,0
这一夜他过得好快乐，愈发爱她爱得入了迷。,1
于是人看他，他也看人，好热闹。他终于转入一条巷中，喘息地暂时避开人们好奇的眼光。,1
庙场上卖烧鸭猪杂的熟食摊、卖鱼蛋小吃的大排档、算命的、磨刀的、剃头的扯开喉咙招揽生意，吆喝声此起彼落好不热闹。黄得云雇了辆人力车把原本为去倚红阁重操旧业而收拾的箱笼搬到新家住了下来。,1
中西医一齐出动，又是打针，又是拿脉，劳师动众好紧张。雪花只是微微发烧，贾先生说什么也不要她起床，好说歹劝要雪花整日躺在床上。,1
”她吐了吐舌，模样好可爱。“好吃吗？,1
夜晚，明灯高挂，街照如白昼，旅店住满了四面八方买画的行商小贩，茶馆酒楼至夜半方落灯歇息，各家作坊昼夜不停地赶制客商订购的年画，那车水马龙的景象好不热闹。,1
”好不容易排好队，瞧这堂穿戴，看热闹的大婶笑掉了牙！,0
后来东讨西借，好容易凑够了七串铜钱，把卖身钱还给了地主，才能回家。,0
英、德一战双方大部分时间都消耗在中场，好不容易推进到对方球门前也往往是临门一脚显得草率。,0
和另一个人的距离如此靠近，让孟恩觉得好不自在。而且，她知道曼亚一向对阿鸿很有好感的，偏偏阿鸿不去邀曼亚，却来邀自己共舞，真是伤脑筋。,0
“是啊，当时你们还小，好不容易有点收成，还怕洪水淹了。,0
进门，只见一条大道直通往中心喷泉，好平整气派，两旁种满大王棕榈树，枝叶浓密，茂盛青翠，每片叶子伸展开来都有足足好几米，气势十足。,1
谁曾料想，大哥还是如此窝囊，真叫兄弟心中好惨然哪！,1
如今，台湾好不容易打通第三方支付的“任督二脉”，却是境外市场先行，本地机构好像“被晾在一边”。,0
早些时候，一些中国企业好不容易走出去，却只看重经济效益、忽视了民众权益，只顾带着中国劳工赶工期、忽视了吸纳当地民众就业，难免不被待见。,0
他好不容易抓到了第二次投下来的筏，但里边没有食品，而且他刚爬进去，筏就漏了气，他只好决定留在船上。,0
那天也是一口一声刘作家，弄得我好不自在。我算哪门子作家，我悄悄埋怨老高：“你搞的什么名堂，我可不想挂羊头卖狗肉。,0
他们好不快活。那年长的坐在车前部赶车，那两年轻的就坐他后面，他对他们说话时，他们就马上趋身向前，分别俯在他那张大胖脸的两侧，很注意地听，要不是我那么退缩，他们也会和我交谈的。,1
金玲仔细看了半天，好不容易才认出其中的一个人竟然是豪特。,0
好容易才弄到一台三十九号机车。,0
一般老赌容好不诧异的瞧着他由侍者领到一张长桌前面，又听见他大大方方的问，赌注放在什么地方。,1
好容易走进伊庄子供销社的大门，她一头倒在炕上就睡熟了。,0
任云秋跨进门，就看到两人蹲在地上，中间果然放着两只又肥又大的熏鸡，一大坛酒，他们也没倒出来，每人右手拿着一支鸡腿，左手把酒坛推来推去的，你喝一大口，我喝一大口，好不忙碌。,1
跟随的白族人也忙着拍打公鸡，鸡啼声此起彼落，好不热闹。赛波再把公鸡举向西方，大声喊：“西方神在不在？,1
及至跟前，熟悉与不熟悉的面孔都围了上来，推推搡搡，握手拍肩，好亲热，谁也没把他当总经理看，倒让傅贵心头热乎。,1
好容易父亲在家休息，和我聊天，一个电话打过来，或是盖章签字、或是邻里矛盾，都要立即去处理。,0
”大伙儿好不认真，交头接耳，议论纷纷。,1
今天的她，穿著一件白色的长袖连身雪纺洋装，衬着她那白皙肌肤和及腰鬈发，好飘逸动人。,1
他曾写一个百货公司女售货员，周薪六元美金，花两元租了一间小房，一周苦吃苦用，只有到了周末她的灰色的日子里才“出现了生命的娇红”，好容易盼到了一个约会，但是临时她却突然拒绝同那“生得肥胖，有耗子的灵魂，蝙蝠的习惯和狸猫的派头”的男友出外了，因为她梦想着无上纯洁的爱情和浪漫潇洒的爱人。,0
好容易在办公室那面的草场上，找到几个正在锯木修船的社员，我走上去问：“老孙同志在村里吗？,0
两人不一会来到镇内人烟密集处，只见人来人往，好热闹。一切都太平安静，没有任何龙争虎斗的痕迹。,1
当然罗，他心里好不难过，因为现在要他并非出于自愿地离开莱柯格斯，在那儿，他正可以随心所欲，寻欢作乐。,1
此时脸色铁青，目光炯炯，冷嘿一声道：“阴沉竹点苍之宝，尚兄说得好稀松？”尚师古阴森脸上，却挂着微笑，点点头道：“掌门人有话一并说清楚了，兄弟少不得有个交待”灵鹫老人嘿道：“老夫先前还只当是尚兄门下弟子，出于好奇，如今才知竟然出于尚兄教唆，那是存心砸点苍的台！,1
正门突然传来号角吹动，旌鼓声中，万人战兵在离城数里之外出现，列开阵势，好不吓人。万人之后，推来高逾五十尺之巨大战车，战车之上，正是斜倚在仿龙椅座之上、跋扈不可一世的皇上皇。,1
好不容易排到了跟前，才得知今年的学费是由银行代收，学校只给每个学员开手续条，完了再到指定银行的营业部缴纳。,0
